,Description,forum
166,"The authors reproduced the work of Learning Memory-guided Normality for Anomaly Detection. 

In this work, the authors have:
- Reused part of the original code and scripted some parts that were not available
- Have communicated with the authors regarding the changes
- Did a thorough ablation study

And finally, went beyond the scope of the reproduction and suggested further improvements.
In the reviewer's opinion it is a thoroughly conducted study.

Small typos: Space missing line 45
",vvLWTXkJ2Zv
167,"This paper tries to reproduce the ICLR2019 paper ""Learning to learn without forgetting by maximizing transfer and minimizing interference,"" by Matthew Riemer et al.

The authors present an straightforward 1to1 reproduction of the original paper experimental setting. They ran the code according to the instructions given in the official implementation and got very similar results. This is OK for the the ML Reproducibility Challenge. However, the authors failed to provide meaningful results/insights for a majority of the analysis performed. In this regard, many components of the proposed results, ablation and running times studies in the manuscript are incomplete or limited, without offering clear descriptions and/or insight into the outcomes.


Itemised comments:

- Introduction is too short (seems a bullet list) and non-informative about the problem addressed, its importance, motivation, etc. Also, La-MAML should be better introduced and described.
- Repetitiveness: Methodology and Computational requirements sections are mostly the same. Also Section 5.2.
- Pseudocode in Section 3.3 shouldn't be a low-resolution figure.
- Tables 3 and 5 shouldn't be low-resolution figures. Lack of consistency wrt other tables.
- Sections 4.1.3 and 4.1.4 placed after section 5.
- Ablation analyses are not explained. The reader cannot get any useful insight from section 5. 
- Results and additional results are vaguely described. This makes it very hard for the reader to follow their interpretation.
 
",d0svLMnvzWK
168,"This report repeats a large number of experiments from the original article, using the original code, confirming the claims in scope. The authors spent time and ingenuity adapting and packaging the code to run on 4 different environments, to satisfy runtime and memory requirements of different experiments. However, repeating the original experiments does not shed much light on the original paper, and this work does feature re-implementation, new experiments, ablation studies, or hyper-parameter re-optimization. The small discrepancies that appear in some figures are not discussed.
As the [task description](https://paperswithcode.com/rc2020/task) of the challenge says, ""Just re-running code is not a reproducibility study"", and this submission does not provide additional insight on the original code or paper.

Reproducibility summary
--------------------------------------
The summary is filled up correctly, and summarizes well the report, although there are inconsistencies:
- the ""Scope of Reproducibility"" paragraph mentions only 1 claim, when Section 2 mentions 3, though they broadly overlap
- the ""Methodology"" paragraph only mentions one runtime environment (Google Colab with T4 GPUs), when Section 3 (Methodology), especially 3.6 (Computational requirements), expresses the need for using 4 different systems and says most experiments were using a different one (Kaggle Notebook with P100 GPU).

Scope of reproducibility
---------------------------------
The claims are clearly stated, and reproduced results connected to them. There is not much justification of how the results support the claims, except for the explanations in the original article.

Code and experiments
----------------------------------
The authors re-used code and hyper-parameters from the original repository.
No additional hyper-parameter search was reported.
No additional ablation studies were reported.
The report provides timing information for all experiments, and discusses speed differences and trade-offs of different systems. It could have been more clear which reported durations were obtained in which setting (Table 6 tags some results with ""\*\*"", and Section 3.6 suggests it may be ""3. Institute GPU"", but it's not mentioned in the caption).

Discussion on results
------------------------------
The submission reports accuracies ""within 4%"" of the original values, but does not elaborate on which experiments were further off from the originals, or how that ""4%"" (presumably 4 percentage points) was computed.
In fact:
- is not so meaningful when reported values for BTI can be ""-2.73 ± 0.45"", and
- In Table 3/4, the RA metric for ""Sync"" on ""Permutations"" went from ""70.54 ± 1.54"" to ""59.3 ± 2.3""

Most of the results do seem to line up, and consistent with the provided confidence intervals, and there are reasonable explanations (one bad run can become likely when running many experiments, the original authors might have had a lucky random seed, this might go away when re-tuning hyper-parameters...), but this was not acknowledged or discussed in any way.

Similarly, Figure 3 shows a similar effect of the learning rate value as Figure 2 (original), but the whole graph is 5 to 10 % lower in absolute accuracy, without it being acknowledged or explained.


",d0svLMnvzWK
169,"The paper is poorly written with an open-ended conclusion and the results are not exhaustive. Also, there is a lot of ambiguity around reproducibility since the author found a bug in their code. They state to provide the full results after resolution.",7NDziwkaDm6
170,"The work of RetinaFace is reproduced here, to address the long standing problem of face detection, and evaluated on the dataset of WIDER. The reproduced method achieves on average 11%-18% worse than the original reported results, which seems to due to a bug in the reproducing effort?? This important aspect is not clear.   The bright side is this work comes with detailed implementation description.
",7NDziwkaDm6
171,"The submission implemented RetinaFace using Knet framework. It contains most of the features from the original paper. In particular, the author conducted some ablation studies focusing on landmark detection, context module, and cascaded structure. The results are discussed in detail in the report. 

The strength of the submission is its solid, from-scratch Julia implementation. Julia has gained lots of popularity in the data science community. But there are relatively fewer off-the-shelf models for state-of-the-art computer vision models. The submission is a good example that can be referenced by people who want to study implementation object detectors in Julia.

The performance is lower than the numbers reported in the original paper. The author attributed this to a bug in the Knet framework. The author observed some progress in training after the bug is fixed but could not finish the training in time. Due to this reason, I feel reluctant to give higher scores, but at the same time encourage to have this submission accepted due to its language & framework choices and in-depth discussion about the experiments.",7NDziwkaDm6
172,"The proposed paper reproduces the result of ""Fourier Domain Adaptation for Semantic Segmentation (CVPR 2020)"", by primarily utilizing the code released by the original authors. The paper has clearly outlined the details of the algorithm and also compared the results with those presented by the original authors. However, the following points might improve the quality of the work

1) There seems to be a difference between the result obtained in the paper with that presented by the original author. A detailed discussion of the possible reason for this difference is expected. 

2) Although, we understand that it might be difficult to secure access to computing resources. Nevertheless, it is expected to perform a thorough hyperparameter search. ",MBIIiRE0EXv
173,"The paper is well structured and easy to follow. The authors provide a good summary with well defined scope of reproducibility. However, the authors could not verify claims on Synthia dataset but instead try to debrief the experimental setup and overall method. 

Overall, the authors are able to evaluate approach on GTA5 dataset along with providing computation details for training time.  The authors perform experiments with multiple backbone and are able to reproduce within decent error rate. The limitation is authors do not show any qualitative evaluation for comparison with paper which is crucial for semantic segmentation analysis. Effect of the size of the domain β is not analyzed qualitatively. Authors provide detailed experimental setup along with summary of code flow which helps in navigating the source code.  The authors had communicated with original authors to resolve queries. They do not provide any additional/extra experiments

It is not clear in sec 4.3.1 authors mention 'we could not find the author’s approach to generate pseudo labels in the paper' but in sec 4.3.2 they claim to improve the original pseudo label approach ? Section 4.3.3 may not be relevant here.

",MBIIiRE0EXv
174,"The authors have provided a summary of their experiments regarding the reproducibility of the paper - FDA: Fourier Domain Adaptation for Semantic Segmentation which was published in the CVPR 2020. The central claim of the original paper is that a simple Fourier transform can be used to achieve state of the art performance when tested on the semantic segmentation task. The authors of this reproducibility report were able to reproduce most of the results from the original paper (except on one dataset) and they optimized the original paper’s code to enable an easier loading of the model weights.

Pros:
Including a codeflow in the paper is very nice. It tries to show how the overall structure of the codebase is to make it easier for anyone trying to implement and reuse code.

Typos et al for improvements:
The authors can definitely benefit from cleaning their document and making sure tables and references are hyperlinked appropriately. Some of these typos and pointers are mentioned below:

- Line 43: (include a space at new line start) … methods. In the …
- Hyperlinks in some equations are missing - for example, in Eq1 (line 64) and Eq 3 (line 68-69) . Authors might include those as it helps in easier readability and navigation.
- Some of the citations are missing / wrong. For example, citation numbered [13] in Line 65 does not lead to anywhere. There are only 10 citations under references. 
- Hyperlinks for tables - for example, for Table 3, 4, 5, 6
- Table 1 and 2 are not linked anywhere (though they appear in the vicinity of the related discussion)
- Typo: varified -> verified (line 88)
- table 6 -> Table 6 (line 120)
- However in the last round -> However in the last round (line 100)
- MBT mIoU. . -> MBT mIoU. (Line 101)
- training of the mordels -> training of the models (line 110)
- via mail -> via email (line 157) —> Unless this was really done via snail mail

The claims listed under the ""Scope of reproducibility"" section can be improved to reflect what the authors of the reproducibility report did and what to expect in the rest of the document.

The ""Method descriptions"" section can be improved. The equations and used notation is not very clear. If this section can provide a good overview of the methods which is self-sufficient to understand, it will be helpful in better readability.

The authors can add some additional ablation studies to dig into and understand better the ideas from the original paper.

Overall, by addressing these issues and cleaning the document, the authors can improve their writing significantly and can be taken into consideration while making the decision.
",MBIIiRE0EXv
175,"# Reproducibility Summary

Yes it is provided.

# Scope of Reproducibility

Train ELECTRA with a similar dataset (OpenWebText) and evaluate on GLUE. Done a single GPU, this should reflect the claim of the ELECTRA paper of its effectiveness and relatively low computational cost to baselines such as BERT.

# Communication

The reproduction authors communicated with one of the original authors (partially through github) to answer most questions.

# Hyperparameter Search

The authors perform thorough hyperparameter search and it is reported clearly in the paper.

# Ablation Study

The authors perform some useful ablation with respect to discriminator and generator sizes. I think there is much to explore here such as other techniques that are used in GANs (e.g. different training schedules for the discriminator and generator).

# Discussion

It's clear from the discussion that ELECTRA is easy to reproduce. This seems attributed to the nature of the work — the ability to train on a single GPU — and the clarity and documentation associated with the original paper.


# Recommendations

No clear recommendation is made to the original authors, although the ablation experiments about generator size could be relevant.


# Results beyond the paper

The experiments and results are primarily in the spirit of the original work.

# Overall Organization and Clarity

The paper was clear and easy to follow. That being said, if needing to save space then some figures and tables could move to the appendix with only the main results in the main text.
",Or5sv1Pj6od
176,"The reproducibility report shows ELECTRA can be reproduced quite well. The report is detailed and coherent. An additional insight is provided which is “sensitive to capacity allocation between generator and discriminator” by the authors. Finally, figure 3 is great.

The code had to be shared with the reviewers.

There are some adjustments in this re-implementation. This is both a risk to the reproducibility as the difference increases and a strength to demonstrate the core idea of ELECTRA works.

“can also influenced the” -> can also influence the
",Or5sv1Pj6od
177,"This was a clearly written paper reproducing the original ELECTRA paper. The replication study authors do a great job of discussing what was difficult and easy to replication about the original paper (including the code that was released with the paper). I enjoyed reading it and thought they did an excellent job!


*Scope of reproducibility:*

This paper reproduces the GLUE scores from ELECTRA in PyTorch and on a single GPU. 



*Code:*

The paper authors reimplemented ELECTRA in PyTorch (originally in TensorFlow). The authors state they will release the code, but I did not see it. 


*Communication with original authors:*

It appears the replication study authors communicated with the paper authors to clear up minor details, but that the majority of questions were answered by the Github repo or the code. 


*Hyperparameter Search:*

Neither the replication study nor the original paper used a hyperparameter search.

*Ablation Study:*

I don't believe the replication study performed any ablations. 

I was surprised to see such similar results for ELECTRA even though the replication study did not use the WikiBooks dataset (and only used OpenWebText).

*Discussion on results:*

The replication study presented an excellent description of the reproducibility of the original paper and made clear when the results reproduced and did not reproduce. They clearly stated that some details were ambiguous, but that they were mostly able to resolve those details. The scores in the original implementation and in the new implementation mostly match. 

*Recommendations for reproducibility:*

The republication study pointed out areas where the original paper did a great job of giving enough details for reproducing the work and areas where the original paper could revisit (such as the discrepancy in the WNLI tasks. 

*Results beyond the paper:*

The replication study aggregated information from several sources to give additional context to the paper (such as the efficiency results). This was great to see. 

*Overall organization and clarity*

* The replication study authors were very clear about where their implementation differed from the original work and included a table making it very easy to read (table 5). Thank you!",Or5sv1Pj6od
178,"This reproducibility report is relatively easy to follow. Their re-implementation supports the claims in the original paper. 

At the time of writing this review (2021, Feb 8), the authors of the original paper released the code. This could make reproducibility easier. ",0z31bGAM8Hr
179,"In this paper, the authors discussed their attempt to reproduce the results reported in [1]. 

Pros:
1), implemented the method proposed in the original paper from scratch using a different framework, i.e., Tensorflow. Pytorch was used in the original paper.
2), successfully demonstrate the value of adding the Gaussian filtering layer during curriculum learning comparing to the baseline model. One thing that the authors should make it clear is that whether the baseline model was also trained with curriculum. 

Cons:
1), only performed reproducibility study of a small part of the results reported in the original paper.
2), the reported performance even though demonstrates the benefit of CBS, but does not reach the level reported in the original paper. 
3), very limited study of hyperparameter search
4), no ablation study
",0z31bGAM8Hr
180,"Summary: This is a replication of the ICLR paper ""Your Classifier is Secretly an Energy Based Model and You Should Treat it Like On"" by Grathwohl  et al. (2020). This replicability-report focuses on studying the results both on accuracy and model calibration of the original paper. The report seems to corroborate the results of the Joint Energy-Based Model (JEM) and provides interesting results on the inception scores obtained.

With respect to the pros, this replicability study is clear, well organized, easy to read, and seem to study the paper in great detail considering the limited time. The report also contains all the main expected elements for the Replicability Challenge, including the type of contact the author of the report had with the authors of the original paper, scope, code, computational platform, difference of the hyperparameter in the original paper vs. the replicability study, the implication (discussion) of the results, limitations, and additional insights. This report has a clearly delineated summary.

On the other hand, there are a few elements of the report that could have been clarified a little more. For instance, the authors claimed they performed additional experiments with uniform noise and computed its scores - in the words of the authors this evaluation went beyond what was reported in the original ICLR paper. However, the original ICLR paper did consider uniform noise -- see section F.2. Clarification on this can improve the report's clarity. ",ShrPBsjByVa
181,"I am puzzled by the authors' choice to reproduce the results of the paper without looking at their code while only looking at their code when needed. Why not just use the provided code and build upon it?

The authors state that the limited computational resources were a bottleneck in their reproduction, which is fair. However, given such a limitation one would expect experiments to be chosen more carefully with a directed purpose, but this does not seem to be the case. For example, Table 2 seems pointless to me. The focus of the paper is the joint energy-based models (JEM) and the 95.8% purely discriminator accuracy was presented only to provide a point of reference. Why spend time on this?

Also, Table 3 is puzzling. The authors achieve a better inception score, far better than everything else (including purely generative models) listed in Table 1 of the original paper. This would be a surprising result that requires an explanation or a discussion, but the authors do not acknowledge it at all. Well, the inception score with CIFAR10 (10 classes) is by definition <=10, so the reported 19.39 must be an incorrect number. In fact Tables 4 and 5 have the same issue.

I also do not find the other experiments to provide much new information. For these reasons, I recommend the reproducibility report be rejected.

Errata:
1. line 52, Due 'to' issues with training time
2. The reference [3] https://www.cs.toronto.edu/ kriz/cifar.html. is not accessible.
3. line 101, the right parenthesis of max_y p(y|x_i)
4. The reference for wide resnet should be included.",ShrPBsjByVa
182,"1. The authors clearly state the scope and limitation of the reproduction experiments.
2. The results are “reproduced"" using a scaled down architecture (Wide ResNet 28-2 instead of Wide ResNet 28-10). The authors claim that the disparity in reported training time in the original paper and the authors’ own estimate is the reason for scaling down the architecture. 
3. Only one aspect of the results presented in the original paper is reproduced. However, the authors present fresh generative samples from noise and show how the generative samples evolve over SGLD steps. 
4. The authors have used exactly the same hyperparameters used in the original paper. The authors mention that the hyperparameters may not have been optimal for the downgraded architecture used for reproduction of results. 
5. The authors have written the code from scratch (repository made public), but refer to the original code only for a few pre-processing steps that are not clear in the original paper. 
6. The authors have communicated with the original authors for clarifications on training instabilities and training time.


7. Typos:
	* Line 101: Missing closing parentheses
	* Line 108: a buffer, instead of an buffer
	

",ShrPBsjByVa
183,"The report aims to reproduce the following paper: ""Multi-scale Interactive Network for Salient Object Detection"". 

The report is based on re-running the existing code-base. The report adds additional 3 datasets.

On the positive side, the report is clearly written and easy to follow and contains enough details to understand the original paper.

On the negative side, the experimental evaluation does not add new hyperparameters to test limiting the scope of the report given that it just re-runs the original paper implementation. Moreover, I'm not convinced about the F-measure argument, that it is not suitable to handle properly ""black images"", since bot precision and recall should handle properly images without silent objects. Maybe the issue is in the implementation of the F-measure?",whqqXkXlwYQ
184,"Overview:
The authors reproduce the paper using officially released github repo for MINet. They tested the approach extensively by trying it out on 3 additional datasets with necessary dataset-specific metric fixes.

Positives:
1. The authors test the method on three additional datasets.

Negatives:
1. The authors should try to optimize hyperparameters on the reported datasets since the code is already available. I do understand that there might be time/resource constraints. (Minor)
2. The numbers on the additional datasets in itself do not reveal much unless compared with other approaches. It would be great to test EGNet or SCRN on the additional datasets (whichever is less effort) and include in the report. If the results are publicly available in a different paper, it would be best to just add it to the report for completeness.",whqqXkXlwYQ
185,"
The scope of the report is stated in the paper, however, it does not break down the scope into detailed items. It would be better to have a more detailed scope definition.

The code is from the original authors. The authors of this paper made some efforts in trying the proposed approach in different datasets.

Not much communication with the original authors other than reuse the GitHub code from the original authors.

There is a hyperparameter described in the paper, but there is not much hyperparameters search in the report.

It is interesting to see the comparison between different computer specifications to run the experiments, though they are not motivated well. I think it would be better if the authors could find out which salient region detection approach works the best for the retrieval task. Specifically, can you tweak the hyperparameters of the proposed approach? Would that change the retrieval performance? 

I recognize that the paper has done a bit more experiments to check the various versions of the proposed approach on different datasets. There is a detailed discussion.

The original paper is reproducible. However, according to this paper, it is better to provide details about the time spent on the training. 

According to Table 2, it seems that the reports have attempted some backbone models. I am wondering why we skip efficient networks like MobileNet v2 here if we are looking for a bit more efficient way in training and testing. 

It is a bit confusing which computer in table 3 is used in reporting the training time and testing time in table 2. Also, it would be better if the two machine has the same CPUs or the same GPUs, so that we can have some control groups. Right now, there are too many differences in the two computers. ",whqqXkXlwYQ
186,"Overall the authors have done a very good job on reproducing the ECCV 2020 paper ""Autoregressive Unsupervised Image Segmentation"". As stated in the report, it was relatively straightforward implementing the architecture described in the original paper with only two hurdles; one relating to the loss function, which since it was taken from a previous paper, the authors were able to use information from that paper to reproduce the ECCV paper; second relating some issues around the attention layer, for which they contacted the authors, hence resolving it.

All the steps undertaken are explained concisely and appropriately, including what was easy and what wasn't. Authors managed to approximate results in one of the two datasets used in the original paper. Bottomline is that all the results presented do not match those of the original paper - more or less. The reason is that the authors were not able to use the same resources as the original paper, leading to different batch size and also architecture (4 vs 5 layers). Such changes can have an unpredictable effect to the final results therefore I am not sure one can be certain that the results obtained match - or not - the ones presented in the original paper.

Having said that, there is only so much that can be done if the resources are not available; nonetheless the results are affected.

Overall it is a very good effort and the authors have done a great job in reproducing the paper. It seems that the original paper has had enough information, allowing a relatively straightforward reproduction with two caveats; one being having to contact the authors; and second resorting to a previously published paper to get some information on the loss function.",gtudcKh8dBW
187,"**Strengths:**

1. Further hyperparameter investigation on the Potsdam dataset.

The reproduction does some further hyperparameter scans on the batch size and output stride. They show how some of the accuracy lost from other necessary changes can be regained with some tweaks. This is a good contribution to increasing data on how well the underlying segmentation method works.

2. Good discussion of implications of the experiments on reproducibility success.

While there are some gaps in the completeness of the reproduction, as in the following, these are for the most part clearly described by the submission. Section 2.1 lists specifically which experimental results were replicated. The fact that unsupported claims are possibly unsupported due to differences in the reproduction are clearly described in other parts of the submission.

3. The submission clarifies details in the original significantly.

Some of these are specifically listed in the Section 5.3 (describing the communications with the authors). Architecture specifics such as the number of residual blocks and strides are also given in a clearer and more complete way in this submission than the original paper.

The original paper has some references to supplementary material that no longer seem to be available in the final published form, as far as I could find. Based on the references, some of these details may have been in that document.

This submission collects (from the code, discussion with authors, and possibly other sources) and describes some of them in a clear way that looks like it'd be a really good resource for any reproduction or follow-up work on the original paper.

**Weaknesses:**

4. Reproduction trains fewer epochs for reasons not described.

The command-line arguments in: \
https://github.com/Max-Manning/autoregunsupseg/blob/master/run_experiments.sh \
seem to specify 20 epochs for all trainings.

Section 3.4 of the repro says: ""All experiments were run for 10 epochs.""

This discrepancy and its effects isn't discussed further, unless I've missed it. Some clarification in the rebuttal may help.

5. Experiments on COCO-stuff are on a smaller model.

The reproduction reduces the number of residual blocks in the auto-encoder. This is done due to limitations on available compute resources.

Hard to draw any conclusion at all from the smaller model on COCO-Stuff. The observed drop in accuracy could be from either the smaller model, or a failure to reproduce. Results on Potsdam with the smaller model do not disambiguate between the two, as the tradeoff for model size vs accuracy can differ between datasets.

The authors of the repro acknowledge this and explain well how it affect their conclusions, so this is a not a strong negative for the score.

It might help to note the comparison to baseline accuracy numbers. E.g. the comparison to other unsupervised ssemantic segmentation methods in Table 3 of the original paper.",gtudcKh8dBW
188,"Positives:
1. The authors implement the method using pre-existing well tested code released for a previous paper.
2. The authors are able to reproduce the results on Postdam dataset to within 1%.

Negatives:
1. The authors take a rather narrow outlook in reproducing the paper. Due to computational limits, they reduce the batch size and use a smaller model which makes verifying the claims rather difficult. The authors report that they ""do not find evidence supporting this claim.."". It should be mentioned that due to computational constraints, they were unable to run the full model in this summary line itself.
2. The authors apply their judgement and refute the claims made by the original paper. They mention that their models couldn't differentiate edges well. But, this could very well be due to a training issue or just to architectural simplifications. It would have been better if the authors also communicated with the original authors to determine the reason for the wide gap in performance on COCO-Stuff.
3. The authors could have summarised the original paper better in Introduction section.",gtudcKh8dBW
189,"Instead of reproducing exact results from the original paper, the submission implemented their own version and verified that the assumptions and results of the original paper do hold. In general, this is a good complementary study for the original paper.

The subject of study in the original paper is a new multi-resolution classification model called RANet, aiming for speeding up image classification under the assumption that some easy images can be classified at the lower resolution. The submission has an implementation of the RANet model in Tensorflow (with Keras), and the code is open sourced. This enabled Tensorflow users to try out RANet in the future, since the original authors implemented RANet in PyTorch.

2 main assumptions from the original paper are verified. The first is the existence of such distribution from easy- to hard-to-classify images, which is verified by showing that different subnets have different classification errors. The second is that RANet have an effective reduction in computational cost for image classification, which is verified using a classification task and a new earth quake detection dataset.

Being a good complementary study already, the submission could offer improvements in the following ways: 1) the submission should discuss how easy it is to reproduce the exact results in the original paper using the original authors' PyTorch implementation. It will form a better story for the current submission. 2) The authors should remove affiliation information on the computational resources used. This may run into anonymity troubles for more serious venues.",_TGQQdIBhEv
190,"**Strengths:**

1. Illustration of performance during training.

Table 1 is a nice result for reproduction purposes. The training dynamics of networks with conditional/adaptive components are known to be unstable sometimes. This reproduction shows, independently, how different subnetworks train within a CIFAR-10 experiment.

2. Considers an additional ""spalling"" dataset not in the main paper.

While not central to reproducing the claims in the original paper, it is good to investigate whether a method works on new data. One generally hopes that AI & CV can generalize beyond the standard datasets such as ImageNet and COCO, and the concrete spalling dataset in the reproduction has some major difference in the domain considered.

3. Full re-implementation of the RANet architecture.

The experiments in the reproduction were done in Keras, while the original RANet implementation is in PyTorch. Since there are still small differences in behavior between the two, it is good to know that the RANet architecture is not so implementation-dependent that it doesn't generalize beyond this.

**Weaknesses:**

4. Only reproduces some of the smaller-scale experiments.

The only dataset used in both the original paper and this reproduction is CIFAR-10. It is reasonable to cite computational requirements as a barrier to reproducing the experiments. However, it is a particularly major limitation when reproducing RANet, as the purpose of RANet is to adaptively reduce the resolution at which inference is done. CIFAR-10 images are already very low-resolution (32x32), having been selected from TinyImages.

If I understand correctly, the architecture in RANet is also adaptive w.r.t. to the number of layers processed (so some input-dependent adaptive behavior can be observed with this too), but this is also in previous work such as Veit & Belongie. The central new claim in RANet is in the handling of scale/resolution, that is better illustrated by ImageNet experiments (such as Fig 6c of Yang et al).

5. Some lack of clarity in dataset construction.

For the spalling dataset: were the images, or the patches, split between train and test? It is unclear to me based on my reading (around line 82). In Fig 3, it looks like some of the patches can overlap? Is it possible in the dataset contruction that there could be two overlapping patches, from the same image, for which one patch is in the training set and the other patch in the testing set? It would be less than ideal for train and test to be correlated in this way, due to having examples that share pixels.

**Misc Comments:**

  * 46: Typo ""Tensoflow""
  * 46: ""train own"" -> ""train our own""
  * 47: Is ""be"" meant to be ""by""
  * 47: Should capitalize ImageNet",_TGQQdIBhEv
191,"The report did a reasonable job in reproducing the research work on predicting future trajectories from past data by leveraging a goal-prediction generative model. The experiment demonstrated that the original work is quite reproducible and supports the claims made by the authors of the paper. It is also greatly appreciated that additional experiments are performed (reference shift and recurrent architecture) to further investigate the proposed idea. However,  I do have a few concerns regarding the report:

1. The majority of the experiments presented seem to be running with the existing code from the original authors. The report did mention that some changes are required for certain experiments but didn't provide more details. It would be helpful if the authors could provide more details regarding which experiments in the report required non-trivial changes to the codebase to better judge the effort required for the work.

2. Writing could be improved. For example, the definition of ADE and FDE should be made clear in the report (They are defined in Eq (1) and (2), which aren't referenced in the text.).
",5M4oJ5b6Dc_
192,"While there are some strengths, this report needs substantial improvement in a few areas.

Strengths
- The GitHub repository containing the code for reproducing the experiments appears to be thorough (although it breaks anonymity, and should have been anonymized before submission)
- There was an extra experiment on using an LSTM architecture instead of an MLP.
- The reproduction of the results from the original paper appears to be thorough.

Weaknesses
- If using the code from Mangalam et al., how do the authors account for the differences (albeit small) in the results?
- It is not clear how the GitHub repository for the paper reproduction differs from the original repository provided by Mangalam et al. without going through the commits. It appears that there are more comments and some additional experiments, but it would helpful if this were summarized in the report and the additional experiments were separated from the original repository in some way. This is made even more confusing by the fact that the README on the main page of the repository is unchanged from the original one (other than the ""About"" messsage on the page).
- The extra experiment should be clarified. Why did the authors chose to run it? What could it demonstrate?
- Figure 1 and Table 1 are directly from the Mangalam et al. paper, but this is not acknowledged.
- Notation (such as in Table 1) is not explained. Generally, this report is very difficult to read without cross-referencing the original paper.
- The same holds for key abbreviations used in the report but not explained, including FDE and ADE.",5M4oJ5b6Dc_
193,"This paper attempts to reproduce the work published in ECCV 2020, i.e., On Disentangling Spoof Trace for Generic Face Anti-Spoofing. The authors take help from the original paper, the original authors and the official implementation, which took them around a month. They also verified different segments of the original implementation and propose several improvements over a few limitations of the original paper.

Strengths: 
The writing is good and easy to follow. The summary of the original paper is clarify and detailed. The authors provide figures to demonstrate whether they have succeeded to reproduce the original results.

Weakness：
1)	As argued in the report, the reproduction took help of the authors and the official implementation. Therefore, it is significant for the authors to put emphases on what are challenging to reproduce the results of the original paper. The FFT adopted in the final decision is confusing. I cannot make it out how it was injected in the original method. 
2)	Typos, like the last sentence in the results part in Page 1. It is suggested to go over the paper carefully to improve the quality of the paper.
",4PKKAvEAE-s
194,"The study tried to reproduce the paper by following the official implementation. This report can be improved in following aspects:
1. Language could be improved, e.g., line 149 contains typo, some sentences can be shortened.
2. When referring to equations in the original paper, the authors do not explain the context. This makes the study hard to read.
3. The descriptions for figures were not clear to me.",4PKKAvEAE-s
195,"# Summary and overall assessment

The authors analyzed the reproducibility of ""On Disentangling Spoof Trace for Generic Face Anti-Spoofing"" which proposes a GAN to identify spoofing in images for robust face recognition. The strengths of this report is that they prototyped the paper ideas from scratch and proposed modifications to improve the methodology. However, the overall report is very vague in writing (see comments below) and I was missing details to understand what has been done, e.g., scope of the reproducibility, description of the approach. Further I do not believe that the contributions to improve the approach is necessarily the scope of a reproducibility report. This can also change the overall results and make them not comparable to the original results.

# Detailed comments on each section

Reproducibility Summary/Scope of reproducibility:
* This is rather a summary of the work itself. I would have expected this paragraph would summarize the content of this report. * ""Based on that, this paper suggests"": the paper should be citied.
Reproducibility Summary/Results: 
* ""We succeeded to match the ACER of the original paper to within 0.53%""/ For OULU NPU Protocol-1 the numbers are 1.9% vs. 1.195%, which would result in a difference of 0.705% > 0.53%?
* Last sentence ""Later, we proposed a few techniques to"" is incomplete.

Introduction:
* ""Of all bio-metric authentication technologies, face recognition is the most intuitive and effective."" Can you cite the source or elaborate?
* ""In the past, hand-crafted features like HOG and LBP were used to tackle the problem of face anti-spoofing."" Please cite relevant works.
* ""In recent years, CNNs have been adopted as the preferred solution for this problem."" Please cite relevant works.
* The introduction could have given more details about solutions to spoofing. Is it a classic classification problem solved with hand-crafted features or CNN features?

Scope of reproducibility:
* Equation 1: Can you explain this equation?

Methodology:
* Can you explain the methodology in details? What is used as input, what problem is optimized, what is the loss function?

Experimental setup:
* What model (architecture) was used here?

Implementation:
* ""However, there is a functionality which is not available in PyTorch,"" Can you be concrete and say which functionality?

Resources:
* ""During the implementation phase, we found inconsistencies between the paper and the official implementation."" Which ones?
Other:
* ""The following section formatting is optional, you can also define sections as you deem fit."" I believe this can be removed.",4PKKAvEAE-s
196,"This submission reproduces the self-supervised learning results of FixMatch on CIFAR-10 and studies how the interaction between supervised and unsupervised learning objectives might lead to confirmation errors.

**Reproducing results.** The submission successfully reproduced SSL results on CIFAR-10, with error rates within the ranges provided in the original paper (c.f. Table 1). Authors reimplemented the method using Pytorch (the official code used TensorFlow), following the method description in the paper and checking the official code when something was unclear in the manuscript. I believe that reproducing FixMatch using a different deep learning framework is an important contribution to the community.

**Beyond reproducing results.** Authors devote an important part of the submission to their hypothesis that FixMatch might suffer from confirmation errors, including an exhaustive literature review. This goes beyond reproducing results and changing some hyperparameters, and can be seen as an improvement to the original method. Unfortunately, it is unclear whether the reported gains (e.g. Table 3) are statistically significant due to the lack of cross-validation or additional random seeds. The method has potential for a future workshop or conference submission if more experiments to back up the hypotheses are reported, thus I encourage authors to pursue these ideas.

Given that the submission not only reproduces some of the results of FixMatch, but also explores some of its potential limitations and proposes improvements to the method, I recommend its acceptance. 

Minor comment: the first half of the paper provides error rates, but then accuracy becomes the metric of reference. While both are essentially measuring the same thing, I would encourage consistency by using the same metric throughout the entire manuscript.",3VXeifKSaTE
197," I can confirm that the authors include a clear summary of their work. They perform all their experiments using the CIFAR-10 dataset and highlight that the original paper was missing some implementation related detailed, which was later clarified. The authors use the same hyper-parameters, as the original paper and perform some ablation studies for the confidence threshold. The authors reproduce the experiments using pytorch and do not provide any recommendations to the original authors. The paper is otherwise well written, though slightly confusing at times. ",3VXeifKSaTE
