,Description,forum
843,"Is the research problem with ""reproducing ML workflows"", or is it ""analysis of ML workflow performance"" or is it ""evaluation of ML workflow performance"" or is it ""profiling of ML workflow performance""? Given the proposed solution, it seems the problem is of challenges in ""sharing ML workflows and their performance results""",N6_kWfbABl1
844, Sharing a workflow raises the question of what to share and the container-based solution is an approach for improved sharing,N6_kWfbABl1
845,"In that regard, sharing is conflated with reproducing, analyzing, evaluating and profiling",N6_kWfbABl1
846,"It is not clear what is the role of reproducibility beyond portability via containers, which is a limited use of definition of reproducibility",N6_kWfbABl1
847,"In particular, how using a container, which is for isolation, aids reproducible performance? If a performance result differs on a H/W it will differ irrespective",N6_kWfbABl1
848,"further if application has library conflict with other libraries in the container, SURFBoard will not run",N6_kWfbABl1
849,"It would help if the authors describe in more detail what are the challenges behind running this framework, since they claim ""performance analysis framework is able to run and achieve significant results on multiple types of infrastructure.""",N6_kWfbABl1
850,"Is it difficult to get this framework to run because contained software has dependency conflicts and is notorious to port, or is the application using some external libraries, or if multiple types of infrastructure do not support containers or these libraries?",N6_kWfbABl1
851,The proposed solution is not compared with alternate approaches for sharing such as ,N6_kWfbABl1
852,"virtual machines (i.e., SageMaker and similar offerings from Azure) and application virtualization, which can lead to either lacking jitters in some cases, or a more light-weight solution",N6_kWfbABl1
853,Clarity: The paper lacks clarity of exposition,N6_kWfbABl1
854,Some concepts such as performance evaluation and analysis are overlapping and have not been distinguished clearly,N6_kWfbABl1
855,"The paper, in its current form, is at best vague on the specific research question that it aims to address",N6_kWfbABl1
856,The paper is unclear as to why their solution suffices?,N6_kWfbABl1
857,Originality: Building containers of complex software stacks is a recent trend to improve devops and speed deployment,N6_kWfbABl1
858,The paper shows that several HPC libraries can be part of a singularity container and this container can be successfully used to generate complex performance results often needed for HPC workflows,N6_kWfbABl1
859,"If the paper focuses on the specific research problem, originality will be more highlighted",N6_kWfbABl1
860,Significance: The work is significant as specific containers that ease sharing of complex software must be made known to the broader community,N6_kWfbABl1
861,This paper studies an increasingly important problem in open science: reproducibility,N6_kWfbABl1
862,"Instead of studying how to achieve reproducible results, this paper studies reproducible performance analysis, focusing on ML application",N6_kWfbABl1
863,"Therefore, this paper proposes a new performance analysis framework called SURFBoard",N6_kWfbABl1
864,The key contribution is to implement and evaluate this framework,N6_kWfbABl1
865,The paper argues that a large amount of implementation efforts have been made for the development of this framework,N6_kWfbABl1
866,The paper evaluates SURFBoard on one deep learning application Resnet on two large-scale GPU clusters for performance analysis to demonstrate reproducibility.,N6_kWfbABl1
867,"The paper does not do a good job in motivating and justifying why the proposed approach can make a significant difference compared to prior work, especially no insights on how this paper achieves reproducibility",N6_kWfbABl1
868,What would happen if performance analysis does not have reproducibility? How big the difference would be? These questions are not discussed or empirically evaluated.,N6_kWfbABl1
869,This paper describes the implementation details such as what hardware and software tools are used.,N6_kWfbABl1
870,This paper is not clearly written for several reasons:,N6_kWfbABl1
871,The introduction is confusing and does not deliver important information,N6_kWfbABl1
872,What is the definition of reproducible performance analysis? What is the difference between performance analysis and reproducible performance analysis? Why do people care reproducible performance analysis? What's the relationship between performance analysis and reproducibility? The paper is not clearly justify why analyzing performance of ML workflows can help reproducibility,N6_kWfbABl1
873,"""performance analysis of ML"" or similar phrases appear multiple times in the paper",N6_kWfbABl1
874,The reviewer is not sure what it means,N6_kWfbABl1
875,"What is ML in this context? ML systems, ML algorithms, or ML models? Also, the paper uses ML workloads/algorithms/models interchangeably, which is actually confusing",N6_kWfbABl1
876,"The reviewer guesses that the authors mean the same things, but the meanings of these terms are subtlety different",N6_kWfbABl1
877,The paper conducted extensive experiments of the chosen DL application on the chosen hardware.,N6_kWfbABl1
878,It is not enough to evaluate only one workload in only one domain with one software in system paper evaluation,N6_kWfbABl1
879,There is no baseline for comparison,N6_kWfbABl1
880,"In a rare case, it is fine if the proposed work studies a new problem that no prior work has studied before",N6_kWfbABl1
881,"But, this paper studies reproducible performance analysis",N6_kWfbABl1
882,"What kinds of metrics in the evaluation can reflect the reproducibility? Actually, it goes back to the initial question: what is the definition of reproducible performance analysis? How do you justify that the proposed approach has reproducibility? Are the metrics good enough to compare reproducibility? The reviewer cannot find the answers in the evaluation.",N6_kWfbABl1
883,Thanks for submitting this paper! I enjoyed reading it.,moVPhXtxQo7
884,This paper presents an approach to implementing congestion control at,moVPhXtxQo7
885,The key novelties are the approach of using,moVPhXtxQo7
886,large windows at TCP layer to support free window changes controlled,moVPhXtxQo7
887,"purely from the app layer, without datapath modifications",moVPhXtxQo7
888,shows that the app-layer implementation has high fidelity with respect,moVPhXtxQo7
889,(1) I think it is a really interesting idea to piggyback protocol,moVPhXtxQo7
890,    windows at app layer over large windows at TCP layer,moVPhXtxQo7
891,"    where the congestion windows can be kept large indefinitely, I",moVPhXtxQo7
892,    think it makes a lot of sense.,moVPhXtxQo7
893,(2) Real implementation on linux and android,moVPhXtxQo7
894,    the descriptions in 3.2 and section 4 on how the userspace,moVPhXtxQo7
895,    components can read tcp_info for congestion window information and,moVPhXtxQo7
896,    how netlink/iptables is used to intercept ACKs.,moVPhXtxQo7
897,(3) Not requiring datapath modification is a very useful feature in,moVPhXtxQo7
898,    ossified environments like cellular backbones and mobile OS,moVPhXtxQo7
899,(1) The applicability of the framework seems limited.,moVPhXtxQo7
900,- Purely-server-side modifications are already possible today with,moVPhXtxQo7
901,  large deployments -- think schemes like BBR and algorithmic,moVPhXtxQo7
902,"  innovations like TLP, RACK etc",moVPhXtxQo7
903,"So, downlink transfers (ex: web server -> mobile UE)",moVPhXtxQo7
904,  are already doable if no explicit receiver feedback is required.,moVPhXtxQo7
905,"- the connection must be long-lived, allowing the TCP cubic window to",moVPhXtxQo7
906,So this approach won't work for,moVPhXtxQo7
907,  latency-sensitive apps that only send a few packets.,moVPhXtxQo7
908,- if a cellular link exhibits highly variable RTTs or displays,moVPhXtxQo7
909,"  otherwise lossy behavior, the TCP cubic window itself might be low,",moVPhXtxQo7
910,  which upper bounds what the ALCC algorithm can do in terms of window,moVPhXtxQo7
911,This makes it difficult to build ALCC protocols that,moVPhXtxQo7
912,  respond to such scenarios more effectively than tcp cubic.,moVPhXtxQo7
913,"- Reliance on UDP/QUIC looks poised to accelerate in the future, as",moVPhXtxQo7
914,  would likely developments in the flexibility allowed by datapaths,moVPhXtxQo7
915,ALCC is certainly a good point solution but its,moVPhXtxQo7
916,  shelf life appears limited.,moVPhXtxQo7
917,(2) The paper must report full CPU overhead measurements rather than,moVPhXtxQo7
918,    just relative overheads,moVPhXtxQo7
919,Going from 5% to 7.5% looks very,moVPhXtxQo7
920,    different from 50% to 75% even though both are 1.5x increase,moVPhXtxQo7
921,"    claiming ""comparable cpu overheads to ccp"" is dubious given that",moVPhXtxQo7
922,    the ccp overheads were obtained at 10 Gbit/s,moVPhXtxQo7
923,"    If possible, please also provide measurements from a mobile phone",moVPhXtxQo7
924,    client as well by implementing a UDP-socket based version of the,moVPhXtxQo7
925,(3) Showing more protocols would help make the point about,moVPhXtxQo7
926,"    expressiveness of the framework (BBR, Vegas)",moVPhXtxQo7
927,    eval seems to lack purely pacing-based protocols like BBR.,moVPhXtxQo7
928,(4) The comparisons to ccp and quic need to be refined.,moVPhXtxQo7
929,    CCP does not require total rewrites of CC algorithms,moVPhXtxQo7
930,"    some datapaths already have CCP support mainlined, like the mvfst",moVPhXtxQo7
931,    QUIC library from Facebook and the mTCP DPDK-based TCP,moVPhXtxQo7
932, Support for the kernel datapath (without,moVPhXtxQo7
933,    upstreaming) is now easier than ever with bpf-based alternatives,moVPhXtxQo7
934,"    Also, migration to QUIC on mobile client is doable without",moVPhXtxQo7
935,    invasive app changes,moVPhXtxQo7
936,"For example, uber recently managed to",moVPhXtxQo7
937,"    migrate their app to quic, their experience suggests not requiring",moVPhXtxQo7
938,    extensive app modifications.,moVPhXtxQo7
939,(5) The authors must describe their mobile app design and interaction,moVPhXtxQo7
940,    with congestion control more thoroughly.,moVPhXtxQo7
941,"    Specifically, it is unclear how the http library enforces",moVPhXtxQo7
942,"    congestion windows, and measures RTT estimates, etc",moVPhXtxQo7
943,    CC algorithms,moVPhXtxQo7
944,An HTTP req/resp is not the same as a single TCP,moVPhXtxQo7
945,"    packet/ACK, since http responses may straddle multiple packets,",moVPhXtxQo7
946,    for instance.,moVPhXtxQo7
947,    Is MDI a prerequisite to run ALCC for uplink in mobile clients?,moVPhXtxQo7
948,"    To me, not requiring the mobile client to change its OS for uplink",moVPhXtxQo7
949,    data transfer (mobile -> server) is one of the key novelties of,moVPhXtxQo7
950,    ALCC's design,moVPhXtxQo7
951,But the description of the solution is incomplete.,moVPhXtxQo7
952,"- The descriptions make it appear as if TCP is inescapable, but there",moVPhXtxQo7
953,"  are of course apps out there which use HTTP over UDP, QUIC, etc.",moVPhXtxQo7
954,- how can ALCC use a blocking signal from the network stack since,moVPhXtxQo7
955,  processes are put to sleep upon blocking (with blocking socket)? Or,moVPhXtxQo7
956,  is the point that the socket is blocking from the point of view of,moVPhXtxQo7
957,"  the app, but always non-blocking from the point of view of ALCC?",moVPhXtxQo7
958,"- I didn't understand the second point about the blocking signal ""The",moVPhXtxQo7
959,  blocking signal also affects the behavior of the higher layer,moVPhXtxQo7
960,"  protocols to adapt to the varying signal.""; maybe give a concrete",moVPhXtxQo7
961,"- The comment that ""ccp requires users to re-think congestion control",moVPhXtxQo7
962,"  algorithms entirely"" seems unfair",moVPhXtxQo7
963,It is possible to use a simple,moVPhXtxQo7
964,"  ""on-datapath"" component and implement most or all of the algorithm",moVPhXtxQo7
965,  in the userspace component.,moVPhXtxQo7
966,- it is not very surprising that almost any TCP modification in the,moVPhXtxQo7
967,  downlink diretion can be supported with just server-side,moVPhXtxQo7
968,"  modification, unless specific client-side feedback is required.",moVPhXtxQo7
969,- what do you mean by zero-byte overhead? modifications to tcp,moVPhXtxQo7
970,  congestion control don't (typically) require packet structure,moVPhXtxQo7
971,"- ""The last hop from the VPN server to the desired remote host/server",moVPhXtxQo7
972,"  will continue to rely on the host’s TCP variant, thereby negat- ing",moVPhXtxQo7
973,"  performance gains."" won't this be true for ALCC protocols as well?",moVPhXtxQo7
974,"- what does it mean for ""other network entities to participate in the",moVPhXtxQo7
975,"- ""UDP lacks required security support"" is simply untrue given",moVPhXtxQo7
976,  alternatives like QUIC and DTLS,moVPhXtxQo7
977,"- QUIC deployment numbers are trending up, how significant still is",moVPhXtxQo7
978,"- modifying the ""datapath"", not data",moVPhXtxQo7
979,"- in general, comparisons against CCP felt more like engineering",moVPhXtxQo7
980,  concerns rather than conceptual design differences,moVPhXtxQo7
981,  conceptual difference appears to the removal of the requirement to,moVPhXtxQo7
982,"  modify the datapath, which the authors should boldly say outright!",moVPhXtxQo7
983,"- in general, it is not clear how ALCC will receive signals from the",moVPhXtxQo7
984,  TCP stack without modifying the TCP stack itself or at least have,moVPhXtxQo7
985,Is what is available in tcp_info enough,moVPhXtxQo7
986,"- architecturally, datapath modifications are mainly a problem on",moVPhXtxQo7
987,They aren't an issue on the server side since,moVPhXtxQo7
988,  running new variants or tuning algorithms on server side is fairly,moVPhXtxQo7
989,"- ""why there are no successful attempts to include any of the newer",moVPhXtxQo7
990,"  protocols in literature over QUIC"" -- support for ccp in mvfst",moVPhXtxQo7
991,  library was upstreamed after the papers referenced here were all,moVPhXtxQo7
992,It is fairly easy to implement CC algorithms.,moVPhXtxQo7
993,- how significant is the issue of quic packets being dropped by,moVPhXtxQo7
994,  middleboxes at this point? youtube and facebook are driving lots of,moVPhXtxQo7
995,"  quic traffic, and if the trends persist, operators will be pressured",moVPhXtxQo7
996,- it would be interesting to consider a scenario where the link is,moVPhXtxQo7
997,  lossy with a highly variable RTT.,moVPhXtxQo7
998,- using tcp_info in user space to get feedback from kernel is pretty,moVPhXtxQo7
999,"- ""if the TCP socket reports a full buffer and blocks on a potential",moVPhXtxQo7
1000,"  transfer (or indicates full buffer in a non-blocking socket), ALCC",moVPhXtxQo7
1001,  delays the next packet transmission,moVPhXtxQo7
1002,"""  -> how would a blocking",moVPhXtxQo7
1003,"  socket ""report"" anything, since the process and the ALCC library",moVPhXtxQo7
1004,  would actually be put to sleep?,moVPhXtxQo7
1005,- an architecture figure or a forward-pointer to one will help in this,moVPhXtxQo7
1006,- what purpose do the ACKs from the kernel module serve?,moVPhXtxQo7
1007,"- does your framework support other operations on the socket, like",moVPhXtxQo7
1008,"  sockopt? In general, replacing operations with other calls is fine",moVPhXtxQo7
1009,  so long as the semantics of the socket object remain similar and the,moVPhXtxQo7
1010,  rest of the app can just assume the prior semantics (before ALCC,moVPhXtxQo7
1011,- what's the return value of the send() call? is it the amount of data,moVPhXtxQo7
1012,  pushed into the TCP socket (blocking semantics) or the amount of,moVPhXtxQo7
1013,  data in ALCC's circular buffer?,moVPhXtxQo7
1014,- netfilter hook to intercept ACKs and send to userspace module is a,moVPhXtxQo7
1015,"  nice idea, to send protocol ACKs to the mobile client (for uplink",moVPhXtxQo7
1016,But netfilter and iptables may not scale to,moVPhXtxQo7
1017,"  large line rates or number of connections, especially on the server",moVPhXtxQo7
1018,Scalability of these mechanisms will definitely be an issue,moVPhXtxQo7
1019,"  different mechanism, like a shared memory buffer or running a BPF",moVPhXtxQo7
1020,"  hook with maps, might turn out to be more CPU efficient",moVPhXtxQo7
1021,  considered evaluating your system against increasing number of,moVPhXtxQo7
1022,- what if the userspace process fails? Having external hooks to,moVPhXtxQo7
1023,  register and deregister iptables rules seems like a problematic,moVPhXtxQo7
1024,  design from the fault tolerance perspective.,moVPhXtxQo7
1025,- The discussion of the verus implementation seems to indicate that,moVPhXtxQo7
1026,  substantial datapath modifications were in fact required even for,moVPhXtxQo7
1027,do you anticipate that the set of,moVPhXtxQo7
1028,"  datapath features is frozen at this point, or that you will need",moVPhXtxQo7
1029,  more based on trying out new algorithms?,moVPhXtxQo7
1030,- Copa description seems a little in the weeds.,moVPhXtxQo7
1031,"- if the client needs to send an ACK for feedback, that seems to go",moVPhXtxQo7
1032,"  against ""zero byte overhead"" mentioned in the intro?",moVPhXtxQo7
1033,"- implementation seems to use OkHttp, which won't work for any app",moVPhXtxQo7
1034,  that doesn't use okhttp or uses more generic socket API-based,moVPhXtxQo7
1035,This is a weakness of the implementation.,moVPhXtxQo7
1036,- adding a custom HTTP header is certainly a nice way to not require,moVPhXtxQo7
1037,  kernel modifications for things like RTT measurements,moVPhXtxQo7
1038,"  messages can span multiple packets, especially responses",moVPhXtxQo7
1039,- didn't follow the discussion on why MDI is needed,moVPhXtxQo7
1040,  orthogonal approach to implementing the CC.,moVPhXtxQo7
1041,"- Notions of window sizes, ACK feedback..",moVPhXtxQo7
1042,  control/obtain from the http layer? you might never receive an,moVPhXtxQo7
1043,  app-level response from a partial http request and you're not,moVPhXtxQo7
1044,  getting any ACKs or socket interface feedback from TCP either,moVPhXtxQo7
1045,  well does the control loop actually work?,moVPhXtxQo7
1046,- did you try integrating with existing mobile client apps?,moVPhXtxQo7
1047,- is measurement under low contention/low data rates sufficient? 2.5/5,moVPhXtxQo7
1048,  Mbps flows from the cell phones may or may not capture anything,moVPhXtxQo7
1049,  meaningful about the channel capacities,moVPhXtxQo7
1050,it would be nice if the,moVPhXtxQo7
1051,  paper clarifies what these traces are really useful for,moVPhXtxQo7
1052,- it would be useful to dig into why the average delays are higher,moVPhXtxQo7
1053,"  with ALCC-verus, both in the median and the quartiles",moVPhXtxQo7
1054,  fundamental? same thing with sprout 5.3.,moVPhXtxQo7
1055,- there are no space constraints in this journal paper! :) feel free,moVPhXtxQo7
1056,  to report all the results from all the traces.,moVPhXtxQo7
1057,- please show the actual cpu overheads,moVPhXtxQo7
1058,"  premium? The numbers from ccp were reported at 10 gbit/s, showing an",moVPhXtxQo7
1059,"  increase of a few percent cpu (e.g., 2% -- 5%), which is very",moVPhXtxQo7
1060,  different from running on a cellular trace which runs at tens of,moVPhXtxQo7
1061,"- ""Given that native Copa or Verus can not operate on the native",moVPhXtxQo7
1062,"  Android mobile in the uplink direction, phone measuring the CPU",moVPhXtxQo7
1063,"  overhead was not feasible.""  -> what about sprout? also, we could",moVPhXtxQo7
1064,"  still compare the overhead over just running tcp cubic, to get a",moVPhXtxQo7
1065,  sense of how much it increases.,moVPhXtxQo7
1066,"- why not develop a version of the algorithms over udp, like they work",moVPhXtxQo7
1067,"- ""1% a relatively high error rate in cellular contexts especially",moVPhXtxQo7
1068,  after lower-layer recovery within the cellular net- work [13],moVPhXtxQo7
1069,  the uber blog post I linked above disagrees.,moVPhXtxQo7
1070,"The paper proposes and implements ALCC, an application-layer framework that facilitates the development and deployment of congestion control (CC) algorithms for cellular networks on top of a legacy TCP stack",moVPhXtxQo7
1071,"This is feasible due to the observation that TCP's congestion window is kept unnecessarily large on cellular networks, allowing ALCC the latitude to operate at a lower effective congestion window (or sending rate) than the underlying TCP",moVPhXtxQo7
1072,"In the evaluation, this paper demonstrates that porting three well-known CC protocols -- Verus, Copa, and Sprout -- to ALCC requires little effort, while it is possible to maintain comparable performance as their native implementations at the same time.",moVPhXtxQo7
1073,- This paper identifies an interesting research opportunity and comes up with a simple idea that works surprisingly well.,moVPhXtxQo7
1074,- The solution is practical and has the potential to accelerate the adoption of new CC schemes on cellular networks.,moVPhXtxQo7
1075,- Nice discussion of the motivations and clear comparison with QUIC and CCP.,moVPhXtxQo7
1076,- Shallow and repetitive evaluation that has only scratched the surface of the problem and the solution.,moVPhXtxQo7
1077,- Missing evidence from the real world.,moVPhXtxQo7
1078,"- The core idea sounds too good to be true and lacks justification, i.e., the paper does not describe in what scenarios ALCC is not applicable, and it is unclear when the underlying TCP congestion control will affect the efficacy of ALCC.",moVPhXtxQo7
1079,"Thank you for submitting the paper to JSys! It was a pleasure to read it, particularly the sections before the evaluation.",moVPhXtxQo7
1080,"One of the biggest strengths of the paper is to bring an elegant but unexploited idea to light and embed the idea into a practical framework, which may simplify the development of cellular CC protocols and potentially accelerate their adoption in real settings",moVPhXtxQo7
1081,"I appreciate that you intentionally mimic the widely used socket APIs, as well as the effort of porting three CC protocols to your framework.",moVPhXtxQo7
1082,"However, the paper is not yet in good shape unfortunately.",moVPhXtxQo7
1083,The obvious missing piece is an in-depth evaluation that reveals the internal mechanism,moVPhXtxQo7
1084,"The paper shows that three CC protocols (Verus, Copa, and Sprout) achieve similar performance with and without ALCC, using repetitive experiments and figures",moVPhXtxQo7
1085,The entropy is low and the effective information conveyed to the audience is limited,moVPhXtxQo7
1086,"By contrast, when things get interesting on lossy links where the performance discrepancy starts to manifest (Figure 13), the paper stops delving into it",moVPhXtxQo7
1087,"Additionally, the micro-experiments for validating the design choices are largely missing (described as suggestions below).",moVPhXtxQo7
1088,- Plot how the underlying TCP CWND varies over time along with each cellular CC scheme's CWND (if available; plot sending rate otherwise),moVPhXtxQo7
1089,Show how often ALCC receives blocking signals from the underlying TCP and other noteworthy interactions between them.,moVPhXtxQo7
1090,- Report the performance numbers of TCP Cubic as a sanity check,moVPhXtxQo7
1091,"Prior work has pointed out that even on cellular links, Cubic is not necessarily worse than these new protocols.",moVPhXtxQo7
1092,"- It is better to include an experiment to illustrate that when there is no bufferbloat, ALCC's approach may not attain superior performance, which necessitates the setting of bufferbloat or cellular networks.",moVPhXtxQo7
1093,"- Besides stochastic packet losses, what are the other scenarios (e.g., high-speed networks?) when ALCC-based CC differs from the native implementation? For these scenarios, give evidence to explain the unusual behavior, such as why ALCC-based Verus in Figure 13 achieves higher throughput than Verus between 100-150 seconds",moVPhXtxQo7
1094,"Describing a hypothesis without a quantitative proof (""ALCC indirectly reduces the chances ..."") or using words like ""surprisingly"" does not help shed light on the phenomenon.",moVPhXtxQo7
1095,"- Even under the setting of stochastic packet losses, I doubt ALCC-based CC algorithms can always reach a higher throughput as shown in Figure 13",moVPhXtxQo7
1096,"E.g., if an algorithm were informed a 10% random packet loss beforehand (on a link with infinite bandwidth), then it could leverage FEC and send 10% extra redundancy packets to maintain a high goodput",moVPhXtxQo7
1097,"However, ALCC would have limited its sending rate to the underlying TCP's data rate, which would be extremely low under such a high loss rate",moVPhXtxQo7
1098,"Therefore, the results of Figure 13 might not be generalizable.",moVPhXtxQo7
1099,- A cellular CC protocol implemented on a UDP socket typically also specifies a retransmission mechanism,moVPhXtxQo7
1100,"Now that the retransmission has to be done by the underlying TCP, the implications are unclear to the audience",moVPhXtxQo7
1101,The paper would have offered more insights if it could present the implications and how ALCC could correctly avoid packet losses / retransmissions in certain circumstances.,moVPhXtxQo7
1102,"- Protocols such as Sprout are intended to be used with low-latency applications such as videoconferencing, so it might be a good idea to replace the obsoleted RTMP streaming application with that",moVPhXtxQo7
1103,"On a related note, the paper only describes how easy the integration with off-the-shelf applications is, while missing the impact on their performance after the integration.",moVPhXtxQo7
1104,- The three different ways to realize ALCC require a quantitative comparison,moVPhXtxQo7
1105,"And the CPU usage is missing for the client/server implementation and the mobile Java library; even if it is infeasible to measure the CPU overhead on an Android phone for Copa or Verus, the paper could have reported the overhead compared with running the default kernel TCP.",moVPhXtxQo7
1106,- ALCC library is currently implemented as several threads -- what are the alternatives and pros/cons? ,moVPhXtxQo7
1107,"Apart from the above suggestions, real-world experiments are essential as well",moVPhXtxQo7
1108,"Figure 1 and 2, the only figures that justify and motivate the core idea, are performed in a controlled environment",moVPhXtxQo7
1109,"However, the evolution of CWND can be much more complex on real cellular networks",moVPhXtxQo7
1110,"Empirical results have shown that TCP exhibits drastically different behavior on different operators' networks, e.g., the bufferbloat problem is less prominent sometimes, which might invalidate ALCC or negate the performance gains of ALCC",moVPhXtxQo7
1111,There should be real-world experiments too in the evaluation section; they need to be performed repeatedly with error bars included in the results,moVPhXtxQo7
1112,Real experiments would make the paper's arguments and findings more compelling.,moVPhXtxQo7
1113,- Why are we not seeing the sawtooth pattern of TCP Cubic in Figure 1? Is it because a large bin is used in the graph?,moVPhXtxQo7
1114,"- It does not make sense to require developers to replace their calls to send() with alcc_send() in every place, so I wish a more elegant solution is implemented, such as the LD_PRELOAD trick mentioned in Section 4 or system call hijacking (which understandably has other limitations).",moVPhXtxQo7
1115,"- Thank you for the replies to my comments! I agree that there is value in the server-side ALCC library, but it still sounds possible and straightforward to implement Sprout on top of a non-blocking TCP socket without the need of ALCC's client/server library, so long as it operates at a lower speed than TCP with the help of TCP's blocking signal",moVPhXtxQo7
1116,"The current paper draft does not compare with the alternative approach, or describe what else ALCC's client/server library actually does beyond a simple user-space wrapper around a TCP socket",moVPhXtxQo7
1117,"Besides, the authors did a better job in their replies explaining the interactions between ALCC and the underlying TCP than the paper does; more experiments to break down the impact are required to support these interaction claims regardless.",moVPhXtxQo7
1118,Thanks for submitting the paper to JSYS,moVPhXtxQo7
1119,This paper presents an interesting system ALCC which implements congestion control for cellular networks in the application layer,moVPhXtxQo7
1120,"I like the idea of moving congestion control to user space, which can significantly accelerate the adoption of new congestion control algorithms",moVPhXtxQo7
1121,"However, I have the following concerns:",moVPhXtxQo7
1122,"The authors implicitly assume that cwnd of kernel TCP (e.g., Cubic) should be larger than cwnd of application layer, which ALCC wants to enforce",moVPhXtxQo7
1123,"Thus we have cwnd of ALCC = min(cwnd of kernel TCP, cwnd of application)",moVPhXtxQo7
1124,"This assumption may not always hold in practice, e.g., Cubic significantly reduces the congestion window due to small switch buffer and non-congestion packet losses (e.g., bit errors, failures)",moVPhXtxQo7
1125,It seems to me that ALCC lacks a general method to support customized ACKs required by various cellular network congestion control algorithms,moVPhXtxQo7
1126,The solutions in 4.1.3 seem very ad hoc to me,moVPhXtxQo7
1127,I worry that this can limit the scope of congestion control algorithms that can be supported by ALCC.,moVPhXtxQo7
1128,ALCC provides different APIs compared to legacy socket,moVPhXtxQo7
1129,This introduces non-trivial modifications to migrate an application to ALCC,moVPhXtxQo7
1130," Instead of assuming kernel TCP's window is always large enough, I suggest the authors enforcing a static high window size in kernel TCP, thus 'disabling' kernel TCP congestion control",moVPhXtxQo7
1131," This should be easy to implement using a loadable Linux kernel module, like what you do in 4.1.2.",moVPhXtxQo7
1132,"Instead of exposing customized APIs to applications, I suggest the authors using LD_PRELOAD to translate legacy socket APIs to ALCC APIs",moVPhXtxQo7
1133,I hope the authors can summarize how to support customized ACKs in a more principle way,moVPhXtxQo7
1134,and 4.1.3 seem very unclear and ad hoc to me,moVPhXtxQo7
1135,I like your observation that Android imposes restrictions on modifying kernel in section 4.3,moVPhXtxQo7
1136,"But the solution described in 4.3 is not so related to 4.1 and 4.2, and lacks many important details",moVPhXtxQo7
1137, I suggest the authors moving 4.3 to discussion,moVPhXtxQo7
1138,Client/Server seem a little bit confusing as both client and server can send and receive data,moVPhXtxQo7
1139,There are many high performance user space network stacks designed for cloud environment,moVPhXtxQo7
1140,"Many of them can support legacy socket APIs without requiring any application modifications, e.g., Mellanox LibVMA",moVPhXtxQo7
1141,Why not port them to cellular devices and implement congestion control algorithms on the top of them? I suggest the authors discussing these solutions in the paper,moVPhXtxQo7
1142,Thank you for submitting your paper to JSys! Overall I really like the idea of implementing the congestion control algorithms within the application layer to eliminate the overhead of deploying new algorithms,moVPhXtxQo7
1143,The paper is also interesting in,moVPhXtxQo7
1144,+ interesting idea and pragmatic solution,moVPhXtxQo7
1145,+ thorough evaluation with three well-known congestion control algorithms,moVPhXtxQo7
1146,- implementation cost in kernel ,moVPhXtxQo7
1147,- limitations in the scope of deployable algorithms ,moVPhXtxQo7
1148,"I'm little confused about the implementation of ALCC, similar to the reviewer 48B from Eurosys",moVPhXtxQo7
1149,"From my understanding, ALCC still need kernel patches (as introduced in Section 4) to realize its function",moVPhXtxQo7
1150,I understand that such a patch is much more lightweight than implementing a new cc from the scratch,moVPhXtxQo7
1151,"However, now that the kernel still needs modification (no matter a large patch or a small one), what's the difference for operators?",moVPhXtxQo7
1152,A suggested experiment: what if fix the congestion window to the maximum value and fully let the application layer takes over the control? I'm wondering if (and how much) the underlying cubic is still effective when the ALCC works above.,moVPhXtxQo7
1153,"Besides, a key assumption in this paper is that the cubic always maintain a higher cwnd than other algorithms, which needs more convincing analysis",moVPhXtxQo7
1154,"The authors try to explain that cubic *usually* maintains an unnecessarily high cwnd, which is different from *always*",moVPhXtxQo7
1155,"Since the performance difference between algorithms usually depend on their actions in these corner cases, it would be better if the authors could provide more convincing arguments (theoretical analysis, or the detailed investigation on cwnds) on this.",moVPhXtxQo7
1156,My understanding of the assumption above is that cubic is the most *performance-oriented* algorithm compared to the three algorithms evaluated in the paper,moVPhXtxQo7
1157,"However, there are indeed some other algorithms that are more aggressive in throughput than cubic (e.g., bbr or a finetuned pcc towards throughput)",moVPhXtxQo7
1158,It would be better to discuss and clarify the scope of ALCC.,moVPhXtxQo7
1159,"- Since ALCC controls the deliver of packets at the application layer, introducing such a new queue at the application layer might increase the end-to-end delay",moVPhXtxQo7
1160,It would be better if the authors could explain or measure such influence in detail.,moVPhXtxQo7
1161,- I fully agree with the authors that ALCC could ease the efforts for operators to implement new congestion control algorithm,moVPhXtxQo7
1162,"However, instead of human work days, it would be more straightforward if the authors could present other quantitative metrics (e.g., line of codes).",moVPhXtxQo7
1163,- Another thing I don't understand is related to the zero-byte claim in the paper,moVPhXtxQo7
1164,"How could the newly added header (introduced in Section 4.3) be zero-byte? If ALCC is encapsulating / decapsulating within the protocol stack, will such operators increase the overhead? If not, will such a header be delivered over the network? ",moVPhXtxQo7
1165,The paper presents a very interesting approach to generalizing PBFT,kCKRUcUGSup
1166,"It claims one primary contribution: higher-performance (throughput, specifically) BFT TOB, which is unaffected by request duplication attacks",kCKRUcUGSup
1167,"The system is called SRB and there is a thorough protocol description, some proofs of correctness, and system evaluation",kCKRUcUGSup
1168,The evaluation is quite extensive though some details could help improve it,kCKRUcUGSup
1169,"In general, the paper is well-written but is missing some important details and clarifications",kCKRUcUGSup
