,Class Index,Description
2450,3," In general, in what types of circumstances does your model succeed or fail, and can you capture this quantitatively through carefully designed metrics?"
2451,1,"\n\nPros:\nThe paper is well-written and clear, if a bit verbose."
2452,3, Experimental results are given on different multi-task instances.
2453,3," although more of a discussion of the relationship to the technique of Genevay et al. would be useful: how does your approach compare to the full-dual, continuous case of that paper if you simply replace their ball of RKHS functions with your class of deep networks?"
2454,3,"\n\nThe submission's (counter-)claims are served by example (cf. Figure 2, or Figure\n3 description, last sentence), and mostly relate to statements made in the WGAN\npaper (Arjovsky et al., 2017)."
2455,1,\n- One of the benefits of architectures such as DenseNet is their usefulness as a feature extractor (output of lower layers) which generalizes even to domain other that the dataset; the branched architecture could potentially diminish this benefit.
2456,3,\n[r2] LCNN: Lookup-based Convolutional Neural Network.
2457,3,\n\n(2) The proposed ISRLU function has similar curves with ELU and has a learnable parameter \\alpha (although only fixed value is used in the experiments) to control the negative saturation zone.
2458,2,This needs some rephrasing—its loaded with the assumption that there is a real world
2459,3," It is more appropriate to refer to encoding a combination of the current value and the increment as a version of predictive coding in signal processing rather than the proportional derivative scheme in control theory because the objective here is encoding, not control."
2460,3,"\n\n6) I do not see any novel contribution in the analysis of the batch normalization (end of section 5): bn has been \npreviously used for  domain adaptation\nRevisiting Batch Normalization For Practical Domain Adaptation, arXiv:1603.04779\nAutoDIAL: Automatic DomaIn Alignment Layers, ICCV 2017"
2461,3,"\n\nThe paper is based on the cyclical learning rates proposed by Smith (2015, 2017). I don't understand what is offered beyond the original papers."
2462,3,"\nUnlike the most common form of imitation learning or behavioral cloning, the authors \nformulate their solution in the case where the expert\u2019s state trajectory is observable, \nbut the expert\u2019s actions are not."
2463,3, The performance is investigated in terms of wall clock time. 
2464,1,"  Nothing about the proposed method (e.g. the neural net setup) is specific to images, so this seems quite readily doable."
2465,3,\n\nPlease refer to below for more comments and questions.
2466,1, The motivation and architecture is presented very clearly and I am happy to also see explorations of simpler recurrent architectures in parallel to research of gated architectures!
2467,3,\n\n\n===============================================================\n\nRevising my review following the rebuttal period and also the (ongoing) revisions to the paper.
2468,3,"\n\nThe paper distinguishes between syntactic and semantic objectives (4th paragraph in section 1), attention, and heads."
2469,3," On geometry images, in particular it would be possible to apply standard convolutional architectures without any special processing."
2470,1,Con:\n-            The paper is generally well-written 
2471,3,.\n\nI updated my scores based on the reviewers responses.
2472,3, (b) To find the value that best matches a key at the decoder stage?
2473,3,"For a relatively shallow model (as this paper has used), level FHE might be faster than the binary FHE."
2474,3, I wonder though if such a transformation could not be learned by the vanilla prototypical networks simply by learning now a projection matrix A_z as a function of the query point z.
2475,3," For instance, does the same phenomenon happen for different datasets?"
2476,3,\n\nThe paper  comes with a series of experiments to empirically \u00ab\u00a0demonstrate\u00a0\u00bb the conjectures. 
2477,1,"\n\nThere are several things to like about this paper:\n- The authors do a good job of reviewing/referencing several papers in the field of \""regret minimization\"" that would probably be of interest to the ICLR community + provide non-obvious connections / summaries of these perspectives."
2478,3,  But this cannot be true when the index is a weighted sum of the constituent assets.  
2479,1," While this argument has intuitive appeal, it seems to fly in the face of the fact that actually spelling models, including in this paper, seem to do surprisingly well at learning such arbitrary semantics."
2480,1,"  This eliminates the need to restart training when making an architectural change, and drastically speeds the search."
2481,3," However, is this statement enough to cross the acceptance threshold of ICLR?"
2482,3,"\n\n[1] Easy Questions First? A Case Study on Curriculum Learning for Question Answering. Sachan et-al.\n[2] Learning Word Vectors for Sentiment Analysis. Maas et-al."""
2483,3, The theory is first developed for linear DNNs and then generalized to nonlinear DNNs with sigmoid activations.
2484,3," Arguably the most popular is straight-through estimation (Hinton 2012, Bengio et al. 2013), in which the activation functions are simply treated as identity functions during backpropagation."
2485,3,  Can the authors provide some results without the ladder variational posterior and the PixelCNN decoder on both the gray-scaled and the natural images?
2486,3,"  I would like to see to the top k nearest neighbors of each of those words.\n"""
2487,3, The concern is that the contribution is quite incremental from the theoretical side
2488,1, \n\nThe paper is overall quite interesting and the study is pretty thorough: no major cons come to mind.
2489,2,The stimulus is artificially produced and therefore irrelevant.
2490,2,Is this not the most frightening finding of all?
2491,3," In addition to standard supervised few-shot classification, both semi-supervised and active learning task variants are introduced."
2492,3," When the temperature parameter is small enough, both of the original top-k SVM surrogate loss (6) and the smooth loss (9) can be computed precisely by sorting the vector s first, and take a good care of the boundary around s_{[k]}."
2493,3,"\n\n- For results in Table 1 and Table 2, how are the confidence intervals computed?"
2494,1, \n2. The discussion comparing the related work/baseline methods is insightful.
2495,3," Of course, the moving-out is biased but the replacing is unbiased."
2496,3, \nOn a related point: What would Figure 2 look like for the constand uncertainty setting?
2497,3, The main modeling challenge here to to define a  good directional measure that can be suitable for lexical entailment.
2498,3,  The authors perturb input images and create explanations using different methods.
2499,3," In the videos, it seems that the people and chairs are always in the same place."
2500,1,\n\n* But it improves on each noise type when it is trained on that noise type.
2501,3," Moreover, a very simple baseline to assess the LSTM component of the model, would be to produce a graph by sampling links repeatedly from the latent space of node embeddings."
2502,1," The authors provide a significant set of experiments using their method on several different RL algorithms in both continuous and discrete cases, and find it generally improves performance, particularly for sparse rewards."
2503,3," Lastly, they incorporate attention for large visual inputs."
2504,3," Oh - now I get it.\nBecause it takes an extended n-step transition and generates an action.  \n\n\n\n\n\n"""
2505,3," Thus, it seems like the term Efficient Neural Architecture Search promises too much since in both tasks they are essentially only using the controller to find skip connections."
2506,3, The authors also showed theoretically and empirically on synthetic data sets that the low redundancy and larger set of labels in crowdsourcing gives better results.
2507,3," but the paper has little scientific value.[[CNT], [CNT], [CRT], [MAJ]]  Below are a few suggestions to make the paper stronger."
2508,3,"\n \nOn the theoretical side, the discussion could be improved. Namely, Section 3 about \""limitation of domain adversarial training\"" correctly explained that \""domain adversarial training may not be sufficient for domain adaptation if the feature extraction function has high-capacity\"". "
2509,3,  Are there any\n  surprising long-range dependencies? 
2510,3,  The next utterance is then generated based on this dialog act.
2511,3,"""The paper proposes training an autoencoder such that the middle layer representation consists of the class label of the input and a hidden vector representation called \""style memory\"", which would presumably capture non-class information."
2512,3," The technique systematically interacts with the oracle using observations, which are abstractions of environment states, and it is guaranteed to produce a data set that completely specifies the oracle."
2513,3, 2. human subjects driving cars in the simulator.
2514,1, The ideas are illustrated through several well-worked micro-world experiments.
2515,3,"\n2. Only one task / No real-world task, such as Excel Flashfill.[[CNT], [SUB-NEG], [DFT], [MIN]]\n\n[1]: \""Neural Program Meta-Induction\"", Jacob Devlin, Rudy Bunel, Rishabh Singh, Matthew Hausknecht, Pushmeet Kohli"""
2516,3," More importantly, MagNet is able to defend the adversarial examples very well (almost 100% success) no matter the adversarial examples are close to the information manifold or not."
2517,1, \n - The paper is well written and the contribution is clear.
2518,3," Similarly, since the KL loss is the same as XENT, why give it a new name?"
2519,3,"""The authors study the effect of label noise on classification tasks."
2520,1,"\n\n* The noise model experiment in Appendix D is commendable, "
2521,2,Line 306. The sentence follows a bit of a Yoda-esque grammar
2522,1,"\n\n4) Lemma 4.1 is nice, well done! That being said it does not seem easy to make it (1) quantifiable (2) apply to all W."
2523,3,\n\n- Are there plans to release the dataset?
2524,3,"\n\n* Section 3: It would be good to explicitly draw out the graphical model for the proposed approach and clarify how it differs from prior work (Eslami, 2016)."
2525,3," \n2. The authors should do a better job at explaining the details of the state definition, especially the student model features and the combination of data and current learner model."
2526,3," Rather, removing the distributional and cycle constraints changes the overall objective being optimized."
2527,1, \n\nThis paper is well-written and easy to follow.
2528,2,"The color rainbow is pretty, but largely useless."
2529,3,  By choosing the hierarchy level and type of filter the results of the GAN differ.
2530,1,\n  - extensive experimental comparison and good experimental results.
2531,3, The writing could be improved.
2532,1, The paper presents a good work and is well articulated. 
2533,3,"\n- As discussed in Section 2, there are already many outlier detection methods, such as distance-based outlier detection methods, but they are not compared in experiments."
2534,3,"""The authors propose an extension to the Neural Statistician which can model contexts with multiple partially overlapping features."
2535,3," In the experimental part, it is shown that the loss function and test accuracy depend only on the schedule of the decaying noise scale over training time, and are independent of whether this decaying noise schedule is achieved by a decaying learning rate or an increasing batch size."
2536,3," So I think the idea is OK, but not a breakthrough."
2537,3,\n\nMajor comments:\n1) Spatial resolution. What spatial resolution is the model generating images at?
2538,2,The arguments in the paper are compelling but not convincing
2539,3, but the repeated references to these tables suggest that these experimental results are crucial for the authors\u2019 overall points.
2540,3,"\n\n[1] White. Unifying task specification in reinforcement learning. Martha White. International Conference on Machine Learning (ICML), 2017."
2541,3, A batch or an epoch or other?
2542,3,"\n\nThe main contributions are the introduction of a unified framework that expresses 4 common attribution techniques (Gradient * Input, Integrated Gradient, eps-LRP and DeepLIFT) in a similar way as modified gradient functions and the definition of a new evaluation measure ('sensitivity n') that generalizes the earlier defined properties of 'completeness' and 'summation to delta'."
2543,3," The proposed protocol is reported to work well, but since it is really ad hoc, it fails to convince the reader that it provides the right solution to the problem."
2544,3," Filters in convolutional layers are represented in a similar manner, yielding a closed-form expression for convolution between input and filters."
2545,3, It seems to imply that VAN has skip connections.
2546,3, Is there a reason to assume the fidelity scores computed by the teacher would not improve the student in a self-training framework?
2547,3,\n\nThe paper is structured as follows:\n1. KL divergence is used as a similarity measure between two distributions.
2548,1,"?\n\nFor the experiments, it is intriguing to see that $w=2$ works best for speech recognition"
2549,1," Specifically, the authors introduce an algorithm called ARM which can deal with partial observability better."
2550,3, The GAN training objective function utilizing 3 conditional classifier.
2551,3," The authors point out that different architectures yield similar results for their analysis, however it is not clear how the biases of the learned representations affect the results."
2552,3,  How is the terminal time known a priori?
2553,3,The time-aware agent shows improved performance in a time-limited gridworld and several control domains.
2554,3, This work argues this results in more consistent exploration and compares this approach empirically on a range of continuous and discrete tasks.
2555,1,"  Overall, the paper is mathematically sound,"
2556,1," Although the performance on automated metrics is encouraging,"
2557,3, The graphs plot number of noisy labels per clean label so a alpha of 100 would imply 1 right label and 100 noisy labels for total 101 labels.
2558,3, \n\nIf good RL performance on navigation tasks is the ultimate goal then one can imagine an agent that directly copies the raw map observation (world centric) into memory and use something like a value iteration network or shortest path planning to plan routes.
2559,3,  This is true even for random perturbations.
2560,3, Perhaps the authors can make a table listing the hyperparameters or a diagram describing the whole training procedures.
2561,3,\n5. In Table 2 and Figure 3 the results are reported with percentage of using the learning curve. 
2562,3," Leveraged by two recent results in global optimization, they showed that with a simple two-layer ReLU network with two hidden units, the problem with a standard MSE population loss function does not have spurious local minimum points."
2563,3,\n\n2- How sensitive is the results to the number of -1 in the diagonal matrix?
2564,1,. The authors describe their finding in the appropriate level of details and demonstrate their findings experimentally
2565,1, The comparison of the dual critic to the true Wasserstein distance is very interesting.
2566,3,"\n\n-  Please also discuss the relationships, connections, and possible applications of your technique to other algorithms used in Bayesian optimization, active learning and/or sequential learning, for instance as\n\nM."
2567,3,"""Paper summary:\nThis paper proposes a technique to generalize deconvolution operations used in standard CNN architectures."
2568,1,  \nThe authors clearly performed an impressive amount of sensitivity experiments.
2569,3,"\n- Sec 1: \""abilities not its representation\"" -> comma before \""not\""."
2570,3,\nThe algorithm implements natural-gradient message-passing where the messages\nautomatically reduce to stochastic gradients for the non-conjugate neural\nnetwork components.
2571,1, The notion of conceptors is appealing in this particular use for its interpretation in terms of regularizer and in terms of Boolean logic.
2572,3, Even RL methods with linear function approximations use abstractions.
2573,3,\nThe idea of re-using a pretrained agent has both pros and cons.
2574,3," If the target connectivity could be pushed to a very sparse limit, where only a fixed number of connections were added with each additional neuron, then this could significantly shape how these networks are trained at very large scales."
2575,3," When positive initializations are enforced, the network can more or less mimic the BFS behavior, but never when initializations can be negative."
2576,2,Lots of hand waving in this Discussion
2577,3," I have a few questions about the\nevaluation, but most of my comments are about presentation."
2578,2,"It is unclear how this would advance the field beyond providing additional, previously unknown information"
2579,3," Additionally, in the 5-shot non-distractor setting on tiered ImageNet, only the soft kmeans method gets a little bit advantage against the semi-supervised baseline, does it mean that these methods are not always powerful under different dataset?"
2580,3," What do you do when you go back to the task that doesn't have the input, feed 0?"
2581,3," This could bias the architectures towards fully-connected DAGs, as indeed seems to occur based on the motifs reported in Appendix A."
2582,3,"\n\nReferences:\n- Shah, A., Shinde, S., Kadam, E., Shah, H., Shingade, S.. Deep Residual Networks with Exponential Linear Unit."
2583,3, What kind of clusters are discovered?
2584,3,"  Is this assuming that the \""initial training set\"" which is used to obtain the \""pre-trained DNN\"" free of adversarial examples?"
2585,3,\n- how is this an end-to-end approach if you are using an n-gram language model for decoding?
2586,3," At each layer a low-rank constraint is enforced on the linear transformation, while the cost function is specified in order to differentially account for the bounds of the predicted variables."
2587,3, How does this affect the paper statements and results?\n-
2588,3,"""The idea of using cross-task transfer performance to do task clustering is not new."
2589,1," The \nempirical validation, while being limited in some aspects, is largely convincing."
2590,3," However since the complexity of such a problem is exponential, the authors propose a collection of heuristics/approximations to solve the problem."
2591,3, The authors argue that the proposed kernels are able to cover the same receptive field as the regular convolution with almost half the parameters.
2592,1,"\n\n\""from the first m domain corpus\"" -> \""from the first m domains\""?[[CNT], [CLA-NEG], [CRT], [MIN]]\n\n\""may not helpful\"" -> \""may not be helpful\""\n\n\""vocabularie\"" -> \""vocabulary\""\n\n\""system first retrieval\"" -> \""system first retrieves\"".[[CNT], [CLA-NEG], [CRT], [MIN]]\n\nCOMMENTS ON REVISIONS: I appreciate the authors including the new experiments against concatenation baselines."
2593,3,"""his paper proposes a deep learning framework to predict somatic mutations at extremely low frequencies which occurs in detecting tumor from cell-free DNA."
2594,3," Finally, the finding of dependencies between sentences for the multiple generators is done in a rule-based fashion, which is okay and works, but not super neural and exciting."
2595,3," In general some more nuanced statistical analysis of these results\n  would be worthwhile, especially where they concern human ratings.\n- The dataaset fractions chosen for the semi-supervised experience seem\n  completely arbitrary."
2596,1,"  In the runs that reach the goal, the proposed method is about 20% faster than the simple baseline, though it does not reach the goal every time."
2597,3," The argument is that due to the central limit theorem (CLT) the distribution on the neuron pre-activations is approximately Gaussian, with a mean given by the inner product between the input and the mean of the weight distribution and a variance given by the inner product between the squared input and the variance of the weight distribution."
2598,3, Should the risk bound only depends on the dimensions of the matrix W?
2599,3, The other main modification is to train their DCN+ model using both cross entropy loss and F1 score (using RL supervision) in order to  reward the system for making partial matching predictions.
2600,3," Also, in the bottom right panel in Figure 2, GrandNorm and equal weighting decrease test errors effectively even after 15000 steps but uncertainty weighting seems to reach a plateau. Discussions on this would be useful."
2601,3, Is there a way to fix it besides using ASG?
2602,3,\n\np3. What does 'normalized' mean?
2603,3," The Greedy schedules are far inferior to hand-tuned schedules as they focus on optimizing the large eigenvalues while the small eigenvalues can not be \""seen\"" with a small lookahead."
2604,3, For example have you tried learning proposals for the LG-SSM in Section 5.1 using the IS objective as proposed in 4.1?
2605,3," The approach is evaluated on single word translation, cross-lingual word similarity, and sentence translation retrieval tasks.\"
2606,3, It shows exponential gaps between the width of shallow and deep networks required for approximating a given sparse polynomial.
2607,3,  Or is this work focused on improving the performance of existing methods?
2608,3," This is important in order to evaluate the complexities involved in computing its Hessian.\n"""
2609,3, The further theoretical analysis is also performed showing that for encoder-decoder GAN architectures the distributions with low support can be very close to the optimum of the specific (BiGAN) objective.
2610,3,\nA few comments:\n1. How do the authors propose to deal with multimodal true latent factors?
2611,3, It can be further improved as mentioned in the comments.
2612,1, \n\nThe improved upper bound for maxout networks follows a similar intuition but appears to be novel.
2613,1,\n(5) combines the method with GAE techniques to further improve convergence by trading off bias and variance
2614,3,This paper should at least cite those papers and qualitatively compare against those approaches.
2615,3,n\nIt looks like there was an upper bound constraint placed on the optimized learning rate in Figure 2--is that correct? 
2616,3,"\n\nThe model proposes several applications (sentiment prediction, predicting email tone, word similarity) where the affect-based embeddings yield small improvements."
2617,3,"\n\nIf I haven't made a mistake in my criticisms above, I strongly suggest removing section 3.1 entirely or replacing it with a completely new example that does not suffer from the above issues.[[CNT], [EMP-NEG], [CRT], [MIN]]\n\n+++ ResNet scaling +++\n\nThere is a crucial difference between VANs and ResNets."
2618,3,"\n\n\nWeaknesses:\n\n1. Since the batch size is small in each experiment, it is hard to compare convergence rate within one epoch."
2619,3,\nThey present results on MNIST aiming to demonstrate that using PIBs improves generalization and training speed.
2620,3, This is especially true as a more challenging benchmark\ncould be created very easily by simply scaling up the image.
2621,1," When combining multiple types of augmentation the results are better,"
2622,3,"""the paper presents a way to encode discrete distributions which is a challenging problem."
2623,3,\n\nThe experiments demonstrate that the changes yield small BLEU score improvements on translation and summarization tasks.
2624,1,"\n\n\nOverall, the channel pruning with sparse \\gammas is an interesting concept and the numerical results seem promising"
2625,3, Do you have an idea why a low threshold hurts the performances?
2626,3,\n4) in section 2.2 why is the behavior policy random instead of epsilon greedy?
2627,3," \n\nThere is a huge amount of literature about ICA, unmixing, PCA, infomax... based on this principle that go beyond of the proposal."
2628,3,"\u201c This is not true; rather, TD minimizes the mean-squared project Bellman error."
2629,3, Do the \\rho values\nsomewhere treat these two quantities differently?
2630,1,- Model is novel and interesting
2631,1,"\n\nOverall, I am inclined to accept this paper on the basis of its experimental results."
2632,3,"   \n\nWhy is it important to maximise I(X_l, Y) for every layer? "
2633,3, In\nsection 5 (choice of hyper-parameters) the authors describe a quite exhaustive\nhyper-parameter tuning procedure for BDQL.
2634,3,"\n\nOn one hand, the approach is simple to implement and has minimal impact computationally on pre-trained networks."
2635,3,"\n\nThis paper extends that work by\n- training from reinforcement signals only, rather than near-expert trajectories\n- making the transition model more state-depdendent\n- scaling to larger problem domains by propagating reward values for navigational goals in a special way"
2636,3," \n\nSecondly, both structured update and sketched update methods adopted by this paper are some standard techniques which have been widely used in existing works."
2637,3," While directly citing the codebases you used or built off of is fantastic, it's also important to give the reader confidence that the implementations you're comparing to are the same as those used in the original papers, such as by mentioning that you can replicate or confirm quantitative results from the papers you're comparing to."
2638,1,  Experimental evaluation is performed on several benchmark datasets - the proposed approach outperforms state-of-the-art for specific tasks in most cases.
2639,3,"\u00a0\u00bb \n\n\u00ab\u00a0a predictive state is defined as\u2026 , where\u2026  is a vector of features of future observations and ...  is a vector of\nfeatures of historical observations."
2640,3, Are these patchs a dense coverage of the image? Sparsely sampled? Densely sampled with overlaps?
2641,3,"It would be interesting to see whether deep networks can benefit from the continuation approach, and the strong regularization parameter may not be an issue because the regularization parameter decreases as the optimization progress goes on."
2642,1," The paper is very clear and I have just outlined the original contributions and significance (DTP may have been a bit forgotten and is worth another look, apparently)."
2643,3," In figure 8, my interpretation of (a) is\nthat the initial model has learned to be invariant to color and this remains true even if the fine-tuning data\ndo not contain any negative data."
2644,2,"Im really sorry about this reviewer. If youd like, I can get you a new one. - Edito"
2645,1," This paper presents an interesting and valuable solution, and as such constitutes a large advance in this nascent area of machine learning."
2646,1," The paper reported some interesting result such as that the distilled low precision network actually performs better than high precision network, and that training jointly outperforms the traditional distillation method (fixing the teacher network) marginally."
2647,2,"The manuscript is poorly written although it can be follow with lots of typos, and a review by a native English speaker is clearly needed"
2648,3,"  \n\nIn complex environments learning the PATH network is far from easy.[[CNT], [null], [DIS], [MIN]]  I.e. random walks will not expose the model to most states of the environment (and dynamics).[[CNT], [null], [DIS], [MIN]]  Curiosity-driven RL can be quite inefficient at exploring the space. "
2649,3," Given the advancement in gradient based inference for HB the last couple of years (e.g. variational, nested laplace , expectation propagation etc) for explicit models, could the authors perhaps indicate why they believe their approach of looking directly to the MAML objective is more scalable/useful than trying to formulate the same or similar objective in an explicit HB model and using established inference methods from that area ?"
2650,3, How limiting is the learning of a?
2651,1,"\n\nNovelty:\nPrevious papers like \""beta-VAE\"" (Higgins et al. 2017) and \""Bayesian Representation Learning With Oracle Constraints\"" by Karaletsos et al (ICLR 16) have followed similar experimental protocols inspired by the same underlying idea of recovering known latent factors, but have fallen short of proposing a formal framework like this paper does."
2652,3," What matters in practice is how fast the algorithm is in improving the performance as a function of _wall-clock time_, and I would expect that synchronous algorithms would be much faster than the proposed algorithm in terms of wall-clock time, as they can better exploit optimized tensor arithmetic on CPUs and GPUs."
2653,3,"  \n2) Considering this is an unsupervised domain adaption problem, how do you set the hyper-parameters lambda and the kernel width?"
2654,3, The discussion here can be useful for other researchers.
2655,3,"""Summary:\nThe contribution of this paper is an alternative activation function which is faster to compute than the Exponential Linear Unit, yet has similar characteristics."
2656,1,.\n\nQuality and significance:\nThe paper proposes an interesting direction for optimizing the computational cost of training and inference using neural networks
2657,3," (This is in part, addressed in the CIFAR80 20 experiments in the appendices)."
2658,1,.\n\u2022\tIt\u2019s remarkable that Ape-X preforms as well as it does given the simplicity of the algorithm.
2659,1,"""\n This was an interesting read."
2660,3,\n- Authors claim that they operate directly on the gradients inside the network.
2661,3,\n\n3. The author is suggested to explain more about the necessity of introducing path regularization and SDA. The current justification is reasonable but too brief.
2662,3," In their generative approach they say they find outputs by \""nearest neighbor search.\"""
2663,1,"\n3) the penalization strategies introduced for ``non-standard GAN'' with specific motivations, may also apply successfully to the ``standard GAN'', improving robustness, thereby helping to set hyperparameters."
2664,3, This is done by first using unsupervised pretraining and then fine-tuning using a weighted combination of the regular multinomial NLL loss and a reconstruction loss at the last hidden layer.
2665,3," If the authors believe that the 50% case is not necessary, please feel free to explain why."
2666,3, \n\n* The network takes as input a 2.5m (this is large) occupancy grid representation of the local environment.
2667,3, The authors propose learning to output a probability distribution over k-clusters and designs a loss function which encourages the distributions from the similar pairs of data to be close (in KL divergence) and the distributions from dissimilar pairs of data to be farther apart (in KL divergence).
2668,3,"  It is intuitively expected that the proposed approach has some merit in some domains, but it is unclear exactly when and where it is."
2669,3,  The way that I interpret this algorithm is that by adding A+ to the return the algorithm  introduces some bias for actions which are likely to be optimal so it is in some sense implements the optimism in the face of uncertainty principle.
2670,3," On this graph, one can perform interventions and get a different distribution of labels from the original causal graph (e.g. a distribution of labels in which women have the same probability as men of having moustaches)."
2671,3, Does no batching (in section 3.2) means a batch size of one utterance?
2672,3," If we treat the value of S_T as zero or consider gamma on the transition into the time-out state as zero, then in cost to goal problems the agent will learn that these states are good and will seek them out leading to suboptimal behavior."
2673,3,"\nSpecifically, it would be nice if train, test and validation URLs would be operated chronologically. I.e. all train url precede the validation and test urls."
2674,3,"\n\n\""2/ We use this test to evaluate the success of GAN algorithms empirically, with the Wasserstein distance as our divergence."
2675,3,"\n\nBeyond trying other embeddings, the paper should also compare against simpler combination approaches, including simpler variants of its own approach."
2676,1," \n\nAnother reviewer's worry about why depth plays a role in the convergence of empirical to true values in deep linear networks is a reasonable worry, but I suspect that depth will necessarily play a role even in deep linear nets because the backpropagation of gradients in linear nets can still lead to exponential propagation of errors between empirical and true quantities due to finite training data."
2677,1, This is exciting as it could significantly push the state of the art in sketch understanding and generation.
2678,2,"This study, an original work and repetition of earlier feature of these studies is similar. Writing language is quite a lot of errors"
2679,3, It will be fair/interesting to see the result for CPU time where small batch maybe favored more.
2680,3," However, I have some concerns about the specific implementation and model discussed here."
2681,3,"""Summary: This paper studied the conditional image generation with two-stream generative adversarial networks."
2682,3," The paper uses three problems to illustrate the idea -- a synthetic dataset, a mean reverting stochastic process and a prediction problem on stock indices. "
2683,3," \n\nIn Figure (7), LCW seems to avoid gradient vanishing but introduces gradient exploding problem."
2684,3,\n\n4. The sequence ordering is important.
2685,1,\n\nClarity:\n\nThe paper is clearly written.
2686,3,"\n\nThe paper presents an abstraction method for converting a program into a sketch, a stochastic encoder-decoder model for converting descriptions to trees, and rejection sampling-like approach for converting sketches to programs."
2687,1,\n\nI enjoyed reading this paper.
2688,3," To make a stronger case for this research being relevant to the real autonomous driving problem, the authors would need to compare their algorithm to a real algorithm and prove that it is more \u201cdata efficient."
2689,3,"""Quick summary:\nThis paper shows how to train a GAN in the case where the dataset is corrupted by some measurement noise process."
2690,3,\n \n\u201cAnother one is credit assignment.
2691,3,\n- Skipping behavior can be controlled via an auxiliary loss term
2692,3,"""=======\nUpdate:\n\nThe new version addresses some of my concerns."
2693,2,"papers such as this, lacking any knowledge of astronomy and physics, should never be published in any scientific journal with referees"
2694,1,\nThe proposed approach does as well or better than competing approaches.
2695,3, Something is wrong unless the authors are using different beam widths in the two settings.
2696,3," If you say something like \""they did not estimate a true posterior\"" then you should quantify this and (presumably) justify the implication that taking a gaussian approximation to the final layer is a *true* posterior."
2697,3,"\nWhile PSRNN usually uses random features to project the map the states in a new space where dot product approximates the kernel well, the authors proposes to leverage orthogonal random features."
2698,3," In particular, the principal contribution of the sequence tagging experiments seems top be different than what is advertised earlier on in the paper. "
2699,3,\nThe baseline is random forests and feature engineering.
2700,3,"  There is also a A-B testing setup by human evaluators to show that ROUGE-L rankings correspond to human preferences of systems, at least for large ROUGE differences."
2701,1,  The authors then provide several evaluations of complex-valued networks on some standard ML benchmark tasks.
2702,3, Hence inferring a structured latent space is a challenge.
2703,3,"\n\n[as I am not primarly a neural net researcher, I had always thought pruning was done to decrease over-fitting, not to increase computation speed, so this was a surprise to me; also note that the sparse matrix format can increase runtime if implemented as a sparse object, as demonstrated in this paper, but one could always pretend it is sparse, so you never ought to be slower with a sparse matrix]"
2704,2,"They have addressed most of the reviewer comments, although their responses to a few of them remind..."
2705,3," Hence the adversarial agent is trained and is architecturally similar to the reader but just has a different last layer, which predicts the word that would make the reader fail if the word is obfuscated.."
2706,3," As a result, exact Bayesian inference with a deep neural network can be solved with the standard GP machinery."
2707,3," In particular, it classifies existing methods into four different categories, according to the representation of the interactions of users, items and attributes."
2708,3," Then, based on an arbitrary prefix of epochs y_{1:t}, a model can be learned to predict y_T."
2709,3," Figure 3, which explores the robustness of the algorithms to the choice of \\alpha_0 and \\beta, is particularly nicely-done, and addresses the most natural criticism of this approach (that it replaces one hyperparameter with two)."
2710,1,"\n\nWhile I do appreciate the solid experiment section, I don't think the model itself is sufficient contribution for a publication at ICLR."
2711,3," De et al (AISTATS 2017) have a method for gradually increasing batch\nsizes, as do Friedlander and Schmidt (2012)."
2712,3,\n- Best to clarify what the weights in the weighted sum of Natarajan are. 
2713,3,\nIt should be noted that the limitations of the IB for deep learning are currently under heavy discussion on OpenReview.
2714,3,"The nets, in principle, could learn to recognize objects based on shape only, and the shape remains stable when the color channels are changed."
2715,3," They give results on the quality of the approximation using these operator networks, and show how to build neural network layers that are able to take into account topological information from data."
2716,3, The authors claim that their use in the latent space makes it more practival
2717,3,"""This paper proposes an activation function, called displaced ReLU (DReLU), to improve the performance of CNNs that use batch normalization."
2718,3,\n\nQuestions: \n- How would the model need to change to account for example difficulty?
2719,3,. These questions should really be answered in [1]
2720,2,"If this topic were not dear to my heart, I would perhaps have struggled to follow your logic."
2721,3, but it is hard to judge the significance without more thorough experiments demonstrating that it works in practice.
2722,3, Why is TreeQN's approach better than VPN's approach?
2723,3, They choose the alignment of the kernel to data as the objective function to optimize.
2724,1,"\n\nOverall this seems to represent a strong step forward in improving the training of GANs, and I strongly recommend this paper for publication."
2725,3, A few typos.\n\nOriginality\n\nThe approach is a straightforward extension of the MCMCP approach using generative models.
2726,2,"hD project paper submitted one year after successful defense: 

Student should get a new PhD project"
2727,3," Like the anonymous commenter, I also initially thought that the proposed \""spectral normalization \"" is basically the same as \""spectral norm regularization\"", but given the authors' feedback on this I think the differences should be made more explicit in the paper."
2728,1," Overall,  the study is interesting and contains some new idea."
2729,3," It would therefore be relevant and quite easy to consider other approaches such as active set or column wise updating also denoted HALS which admit negative values in the optimization, see also the review by N. Giles\nhttps://arxiv.org/abs/1401.5226\nas well as for instance:\nNielsen, S\u00f8ren F\u00f8ns Vind, and Morten M\u00f8rup."
2730,3," That\u2019s what the figure suggests at first glance, but that\u2019s a different goal compared to the learning strategies described in figures 1 (a) and (b).\n"""
2731,1,\n\nMinor notes:\n - The paper was very well written/edited.
2732,3,is there a replay memory? How are the samples gathered?). 
2733,3,"""This paper presents a pixel-matching based approach to synthesizing RGB images from input edge or normal maps."
2734,3, How good are the low-precision models trained by the authors at transferring to other tasks?
