,id,Description,forum_id
1615,1615,Recommendations for Reproducibility: Well described in section 4.2,Lwb6qIpEW9-
1616,1616,Results Beyond Paper: New baseline proposed and experimented with,Lwb6qIpEW9-
1617,1617,"Overall Organization/Clarity: well written paper, with a few minor errors in language",Lwb6qIpEW9-
1618,1618,Errata,Lwb6qIpEW9-
1619,1619,L.87 equation reference is broken,Lwb6qIpEW9-
1620,1620,"This report reproduces the paper ""Explaining Low dimensional Representation"" [1]",cqAHExg2f
1621,1621,A detailed reproducibility summary is provided summarizing the results obtained using the implementation based on the codebase of the original authors along with a new PyTorch implementation from the efforts of this reproduction report authors,cqAHExg2f
1622,1622,"Communication with original authors (how to choose the ε hyper-parameter), hyperparameter search, discussion on results, recommendations for reproducibility and results beyond the paper (replicated the algorithm in PyTorch, new datasets and the use of more complex transformations to explain differences between clusters) are also properly constructed",cqAHExg2f
1623,1623,"Overall, this reproduction is well-constructed",cqAHExg2f
1624,1624,"Possible stretches could be the discussion of the evaluation metrics being used with respect to their suitabilities, additional metrics for a more comprehensive report and providing recommendations to the original authors for improving reproducibility.",cqAHExg2f
1625,1625,   ,cqAHExg2f
1626,1626,"[1] Gregory Plumb, Jonathan Terhorst, Sriram Sankararaman, and Ameet Talwalkar",cqAHExg2f
1627,1627,"Explaining groups of points in low-dimensional representations, 2020.",cqAHExg2f
1628,1628,This paper checks the original paper's four claims (listed in lines 97--103) on the algorithm TGT (Transitive Global Translations),cqAHExg2f
1629,1629,"As pointed out (lines 105 - 107) by the authors, the original paper's claims are investigated via the original paper's original code",cqAHExg2f
1630,1630,The authors of this report use new code instead to verify some extended experiments,cqAHExg2f
1631,1631,We doubt whether this is a well-focused reproducibility investigation.,cqAHExg2f
1632,1632,We list our concerns below.,cqAHExg2f
1633,1633,1,cqAHExg2f
1634,1634,Language,cqAHExg2f
1635,1635,"There are quite a few grammar problems, and the paper appears carelessly composed.",cqAHExg2f
1636,1636,2,cqAHExg2f
1637,1637,"In the 'methodology' paragraph, by putting 'We also replicate their findings by re-implementing the authors' method in PyTorch...' does it mean that all or only a part of the computing in the original paper is re-implemented?",cqAHExg2f
1638,1638,3,cqAHExg2f
1639,1639,"Given that the communication with the original authors does not yield meaningful result and is only because of misunderstanding, why is that paragraph still listed?",cqAHExg2f
1640,1640,4,cqAHExg2f
1641,1641,Could the problem with the deprecated software package be solved by Docker or Anaconda? Note that any software package shall be deprecated at some time point in the future.,cqAHExg2f
1642,1642,5,cqAHExg2f
1643,1643,"For the clustering's uncertainty, the authors reported in the 'What was difficult' paragraph, is it because of the random seed or different implementation techniques? Is the final result sensitive to different initialisation of random clustering? It seems to us that the paper only reports the observation but has not paid any effort to uncover the cause.",cqAHExg2f
1644,1644,6,cqAHExg2f
1645,1645,What does 'GCE' stand for? (lines 80 & 83),cqAHExg2f
1646,1646,"The report is on reproducing the paper ""Explaining Low dimensional Representation"" by Plumb et al",cqAHExg2f
1647,1647,"Overall, the submission does rather thorough reproduction and even go beyond the original paper to add some extension (though missing parts such as hyperparameter search)",cqAHExg2f
1648,1648,"However, writing of the report can be largely improved as currently it looks more like a student's report rather than a work that can be published in the special issue of a journal.",cqAHExg2f
1649,1649,Reproducibility Summary: is provided and adequately reports the major finding of the submission,cqAHExg2f
1650,1650,Scope of reproducibility: is clearly stated and followed later,cqAHExg2f
1651,1651,Code: the authors of this submission both used the code provided by the original authors and then re-implemented it from scratch,cqAHExg2f
1652,1652,The github link to the code gives an error (potentially because the repository hasn't been made public yet),cqAHExg2f
1653,1653,In anyway there was no opportunity to check the code of the submission or its docs.,cqAHExg2f
1654,1654,"Communication with original authors: the reports mentions communication with original authors regarding a choice of epsilon hyperparameter, but the authors emphasised the difficulty of selecting clusters, but no mentioning whether this question was attempted to clarify with the original authors.",cqAHExg2f
1655,1655,Hyperparameter Search: in the experiments with the original code the authors only used the same hyperparameters as in the original paper,cqAHExg2f
1656,1656,No hyperparameter sweep has been performed.,cqAHExg2f
1657,1657,Ablation Study: No ablation study has been done,cqAHExg2f
1658,1658,Discussion on results: the discussion at the end is rather well done with discussions which claims from the original paper were confirmed and which were questioned during reproduction,cqAHExg2f
1659,1659,"However, presentation of the results themselves is the poorest part of the report from the presentation point of view",cqAHExg2f
1660,1660,"The results sometimes not thoroughly discussed but the text just refer to corresponding tables and figures, which in itself is not satisfactory, moreover, those tables and figures are also missing some details and can be unclear.",cqAHExg2f
1661,1661,"Recommendations for reproducibility: the only recommendation left is in terms of this selection of clusters, which seems to cause the main issue with reproducibility",cqAHExg2f
1662,1662,Results beyond the paper: the report provides results beyond the paper when the authors investigate a more expressive transformation than considered in the original paper,cqAHExg2f
1663,1663,Though the results show that this extension does not actually bring significant benefits it is interesting to see these results and negative results are also very useful for the community,cqAHExg2f
1664,1664,Overall organisation and clarity: the part that can be mostly improved,cqAHExg2f
1665,1665,"As mentioned before, the results section is the poorest here lacking the good presentation.",cqAHExg2f
1666,1666,Some particular points (mostly on organisation and clarity):,cqAHExg2f
1667,1667,"1.	Lines 5-6, “They show their method …” – the sentence is not grammatically consistent",cqAHExg2f
1668,1668,"2.	Line 43, x_s is not defined",cqAHExg2f
1669,1669,3.	Notation x for a low-dimensional representation in Introduction is not very suitable as it is later used to denote a point in the input space in Methodology,cqAHExg2f
1670,1670,"4.	Lines 197-198, “Since the clusters in the Tensorflow…” – the sentence is not grammatically consistent",cqAHExg2f
1671,1671,"5.	Section 5.3.2 and 5.3.3, “deltas” and “logit gammas” appear without introduction (translation and scaling were not called like this before)",cqAHExg2f
1672,1672,They are being explained only later in Section 5.3.4,cqAHExg2f
1673,1673,"6.	Section 5.3.5, G is not defined and j is reused here as it denoted the group in lower dimensional space before",cqAHExg2f
1674,1674,"7.	Line 252, “Based on the reproduction…” – unfinished sentence ",cqAHExg2f
1675,1675,"8.	Section 6.1, first paragraph – translation of jupyter notebook into python scripts doesn’t seem to be a problem",cqAHExg2f
1676,1676,"9.	Line 268, “This also means …” – something wrong with this sentence",cqAHExg2f
1677,1677,10.	Section 6.2 is redundant as this idea has been discussed at the beginning,cqAHExg2f
1678,1678,"11.	Figures 5-10 require more explanation, axes are not labelled, missing legend and overall explanation what is going on",cqAHExg2f
1679,1679,“0th dimension” does not look good in the text,cqAHExg2f
1680,1680,Minor:,cqAHExg2f
1681,1681,"1.	Line 171, there seems to be a typo and the second x_2 should be x_3",cqAHExg2f
1682,1682,2.	Figures 2 and 3 – make all subfigures of the same size,cqAHExg2f
1683,1683,This reproducibility review is of high quality: the authors were successfully reproducing the earlier results in another modeling ecosystem and the reporting is clear,kNqh-T-OJc
1684,1684,"If there would be anything to improve, it would be about finding some examples that pose potential problems for reproducibility; even with good reproducibility there can be potential pitfalls and reporting what has been done to identify and point out the weak points would be informative if such examples can be found.",kNqh-T-OJc
1685,1685,The authors have done a fine job in reproducing the original paper,kNqh-T-OJc
1686,1686,* The reproducibility summary is provided,kNqh-T-OJc
1687,1687,* It seemed fairly easy to reproduce the results from the paper,kNqh-T-OJc
1688,1688, ** The authors converted the original code to Pytorch and started their analysis from scratch,kNqh-T-OJc
1689,1689,Their results tallied with that of  the original paper,kNqh-T-OJc
1690,1690," ** Further, the authors ran the code on a new Crop dataset checking code/idea generalizability",kNqh-T-OJc
1691,1691,This is a great move.,kNqh-T-OJc
1692,1692,"* Even though no communication with the original authors was needed, some areas to tidy up in the code and notebooks are provided by the authors but these are minor.",kNqh-T-OJc
1693,1693,* Overall approach to reproduce the results and the paper are clear,kNqh-T-OJc
1694,1694,"Authors attempted to reproduce the main experiments in the original paper, namely (1) per-image attention maps on MNIST, (2) anomaly detection explanations on MNIST, (3) anomaly detection on UCSD Ped1 and MVTec-AD, and (4) latent space disentanglement on dSprites",b9wHFv2V_j
1695,1695,The authors of the original paper only provided code for generating visual explanations on MNIST.,b9wHFv2V_j
1696,1696,"Authors distinguish two visualization methods: (1) visualizing explanations for VAEs by calculating the attention maps per latent dimension and aggregating these, and (2) generating attention maps from the sum of the inferred mean vector in order to visualize anomalies",b9wHFv2V_j
1697,1697,"Authors then compare the two methods for anomaly detection, which I believe is incorrect",b9wHFv2V_j
1698,1698,(1) aims at highlighting the areas of the input image that explain the data (e.g,b9wHFv2V_j
1699,1699,"if the VAE was trained on 1's, which regions of the image look like a 1?)",b9wHFv2V_j
1700,1700,"On the other hand, (2) aims at highlighting the regions of the input image that are not well explained by the distribution of the training data (i.e",b9wHFv2V_j
1701,1701,"if the VAE was trained on 1's, which regions of the image do *not* look like a 1?)",b9wHFv2V_j
1702,1702,"Therefore, the first method should be used to reproduce Figure 1 in the original paper, whereas the second method should be used to reproduce Figure 4.",b9wHFv2V_j
1703,1703,"Authors used the provided code for the aforementioned experiments, where they had to remove an input parameter to make it work",b9wHFv2V_j
1704,1704,"There is an issue on this regard in the repository, where the first author of the original paper wrote the following: ""[...] To me, it definitely has to do with the new updates of PyTorch",b9wHFv2V_j
1705,1705,"But unfortunately I'm not exactly sure how they affect auto-gradients in our case.""",b9wHFv2V_j
1706,1706,"I would encourage authors to double-check that the code behaves as expected, or run the provided code using version 1.0 of PyTorch as suggested in the repository.",b9wHFv2V_j
1707,1707,"The remainder of the submission attempts to reproduce the rest of experiments, but all results (including baselines) are quite far from those reported in the original paper",b9wHFv2V_j
1708,1708,"It is unclear why this happens and, while authors suggest that it might be due to shorter training runs, I suspect that this might also be related to some mistakes in the implementation of the attention maps.",b9wHFv2V_j
1709,1709,"In general, the submission failed at reproducing the original results",b9wHFv2V_j
1710,1710,It is unclear whether this is due to a difference in the experimental setup or due to implementation errors,b9wHFv2V_j
1711,1711,"For this reason, I lean towards rejecting the paper and encourage authors to investigate why the results on MNIST could not be replicated before moving on to the more complex experiments in the paper.",b9wHFv2V_j
1712,1712,Minor comment: captions for Figures 1 and 2 are very short and it is difficult to understand what is being shown.,b9wHFv2V_j
1713,1713,Some typos:,b9wHFv2V_j
1714,1714,"- Reproducibility Summary: papers -> paper's, its' -> its",b9wHFv2V_j
1715,1715,- Introduction: models -> model's (or models'),b9wHFv2V_j
1716,1716,- Figure 2: Repliction -> Replication,b9wHFv2V_j
1717,1717,- UCSD Ped1 Results: preform -> perform,b9wHFv2V_j
1718,1718,This review is detailed and high quality,b9wHFv2V_j
1719,1719,It aims to reproduce VAE results on multiple data sets,b9wHFv2V_j
1720,1720,The reproducibility report is robust since the authors are able to replicate results in some of the data sets (MNIST),b9wHFv2V_j
1721,1721,"This, together with the detailed reporting, demonstrates that they had acquired the necessary understanding of the methodology in order to reproduce the original analyses",b9wHFv2V_j
1722,1722,"Reproducibility efforts fail in other data sets, and plausible explanations are provided",b9wHFv2V_j
1723,1723,Communication with the original authors has taken place appropriately.,b9wHFv2V_j
1724,1724,The work is significant as it robustly highlights potential problems in the original publication in terms of reproducibility and includes thorough reporting and discussion about the contributing factors.,b9wHFv2V_j
1725,1725,This paper provides a detailed description of the setup for reproducibility and well-discussed experiments and results,b9wHFv2V_j
1726,1726,"Given the limited resources and lack of support from authors of the original paper, it shows the difficulties for reproducing the main results for anomaly detection",b9wHFv2V_j
1727,1727,It is not very clear about the scope of reproducibility based on the description from the reproducibility summary on page 1,b9wHFv2V_j
1728,1728,It sounds more like a description of the main results in the original paper,b9wHFv2V_j
1729,1729,“To produce attention maps to localize anomalies for the MNIST dataset the repository of the authors could be used.” It is not clear here whether reproduced from the reused author repository or not.,b9wHFv2V_j
1730,1730,The writing of this paper needs to be polished,b9wHFv2V_j
1731,1731,Examples below show the sentences that may need to rephrase: ,b9wHFv2V_j
1732,1732,“The papers primary claim is that ...”,b9wHFv2V_j
1733,1733,"“ ..., its’ supplement and external source code.”",b9wHFv2V_j
1734,1734,"The authors have attempted to reproduce the results of the article ""Towards Visually Explaining Variational Autoencoders"" by Liu et",mXpKOalTtN8
1735,1735,al,mXpKOalTtN8
1736,1736,(CVPR 2020),mXpKOalTtN8
1737,1737,They have presented a summary report which has all the required elements,mXpKOalTtN8
1738,1738,The authors have made a significant effort to reproduce the results of the original paper,mXpKOalTtN8
1739,1739,They mentioned that they obtained some of the code from the authors and sourced the rest from other github-repositories,mXpKOalTtN8
1740,1740,They also report having contacted the authors to clarify information in the original paper,mXpKOalTtN8
1741,1741, ,mXpKOalTtN8
1742,1742,The report is reasonably well organized though the explanation of the original paper in the Introduction could use improvement,mXpKOalTtN8
1743,1743,They could include some more details about the methodology so as to enable understanding it without reading the original paper.,mXpKOalTtN8
1744,1744,Some of the other concerns I have with the report are as follows: ,mXpKOalTtN8
1745,1745,1,mXpKOalTtN8
1746,1746,They report that the original paper's authors' code was incomplete but do not clarify what additions/adjustments they had to make to the code,mXpKOalTtN8
1747,1747,They have not provided their modified codebase.,mXpKOalTtN8
1748,1748,2,mXpKOalTtN8
1749,1749,The authors' primary focus is to reproduce the anomaly detection results and report that they were unable to reproduce all the results of the original paper,mXpKOalTtN8
1750,1750,They also report that their results for the quantitative metrics do not match those of the original paper,mXpKOalTtN8
1751,1751,"However, the authors have not tried to explain why  The code for quantitative metrics used to evaluate the results was written by the authors themselves",mXpKOalTtN8
1752,1752,Is it possible that there were errors/differences in the evaluation code? There is no mention of any correspondence between them and the original paper's authors to discuss the differences in the results,mXpKOalTtN8
1753,1753,Their final conclusions do not include any analysis of the differences in the results,mXpKOalTtN8
1754,1754,3,mXpKOalTtN8
1755,1755,It is impressive that they have reported the training time for each of the data sets that they have tested on but they have not due diligence on the hyperparameter sweep,mXpKOalTtN8
1756,1756,The only hyperparameter they have performed a search on is the number of epochs,mXpKOalTtN8
1757,1757,They have used the default values  (as specified by the original paper's authors in their supplementary material) for the other hyperparameters,mXpKOalTtN8
1758,1758,4,mXpKOalTtN8
1759,1759,Though the reproduction of the results of latent disentanglement using the dSprites dataset is included in the scope of the reproducibility they have not performed these tests,mXpKOalTtN8
1760,1760,"In summary, though the authors have made a significant effort and shown the difficulties in reproducing the results of the original paper,  I believe that this report could use a lot of improvement",mXpKOalTtN8
1761,1761,"The original paper was difficult to reproduce because of the lack of certain parts of the code and poor documentation, however, the authors did a good job in reproducing and verifying various claims",mXpKOalTtN8
1762,1762,"As per the results, the quantitative values reported here are lower than expected",mXpKOalTtN8
1763,1763,The paper is very well written,mXpKOalTtN8
1764,1764,What is lacking is a thorough hyperparameter exploration,mXpKOalTtN8
1765,1765, ,mXpKOalTtN8
1766,1766,The authors provide a very nice summary and concrete that is being elaborated in the document,mXpKOalTtN8
1767,1767,They cover fully the reproducibility of the paper in terms of scope where they reused the original author's code,mXpKOalTtN8
1768,1768,It would be interesting to perform a hyperparameter search in order to verify the claims of the authors and maybe find new hyperparameters not experimented with the authors,mXpKOalTtN8
1769,1769,"In general, the report is well written and has a clear structure so I recommend it for being accepted",mXpKOalTtN8
1770,1770,*Scope of reproducibility:*,-rn9m0Gt6AQ
1771,1771,"The authors clearly state the scope of their experiments (reproducing the embedding experiment, restricted-self attention with BERT and the sequence-to-sequence experiments), and cleanly execute on them",-rn9m0Gt6AQ
1772,1772,*Code:*,-rn9m0Gt6AQ
1773,1773," In some instances, the authors re-used code from the original authors, and in some instances, they wrote their own",-rn9m0Gt6AQ
1774,1774,I did not see a reference to the code written for this paper,-rn9m0Gt6AQ
1775,1775,*Communication with original authors:*,-rn9m0Gt6AQ
1776,1776,The paper authors reach out to the original authors,-rn9m0Gt6AQ
1777,1777,"It looks like a good discussion took place, and the original authors were helpful in clarifying some of the ambiguities that arose through the paper (and also in providing code + datasets)",-rn9m0Gt6AQ
1778,1778,*Hyperparameter Search:*,-rn9m0Gt6AQ
1779,1779,Neither the replication study nor the original paper used a hyperparameter search,-rn9m0Gt6AQ
1780,1780,"However, the replication study included results on the variance between the 5 random seeds (original paper reported the mean)",-rn9m0Gt6AQ
1781,1781,*Ablation Study:*,-rn9m0Gt6AQ
1782,1782,I don't believe the replication study performed any ablations,-rn9m0Gt6AQ
1783,1783,*Discussion on results:*,-rn9m0Gt6AQ
1784,1784,The replication study presented an excellent description of the reproducibility of the original paper and made clear when the results reproduced and did not reproduce,-rn9m0Gt6AQ
1785,1785,"They clearly stated that some details were ambiguous, but that they were ultimately able to resolve those details",-rn9m0Gt6AQ
1786,1786,*Recommendations for reproducibility:*,-rn9m0Gt6AQ
1787,1787,The replication study authors and original paper authors seem to have clarified some ambiguities during their discussion,-rn9m0Gt6AQ
1788,1788,Those would be useful to add to the original paper,-rn9m0Gt6AQ
1789,1789,*Results beyond the paper:*,-rn9m0Gt6AQ
1790,1790,The replication study investigates the idea that under-parameterization of the models could lead to a decrease in test accuracy when the hyperparameter controlling attention mass on impermissible tokens increases (less able to pay attention to impermissible tokens),-rn9m0Gt6AQ
1791,1791,They investigated this by increasing the embedding dimension and found it did not improve test accuracy,-rn9m0Gt6AQ
1792,1792,*Overall organization and clarity*,-rn9m0Gt6AQ
1793,1793,* I appreciated the reproduction of the tables from the paper with the author|reproduced! It made it easy to follow along with,-rn9m0Gt6AQ
1794,1794,* Thank you for including the breakdown of the computational requirements for running each task (table 2),-rn9m0Gt6AQ
1795,1795,This is great,-rn9m0Gt6AQ
1796,1796,"* I think the explanation of the seq2seq tasks makes sense if you have read the original paper, but could be confusing if someone has not",-rn9m0Gt6AQ
1797,1797,Please try writing more on this!,-rn9m0Gt6AQ
1798,1798,	,-rn9m0Gt6AQ
1799,1799,The authors follow the Reproducibility Summary very well.,-rn9m0Gt6AQ
1800,1800,The authors re-used the original code repository,-rn9m0Gt6AQ
1801,1801,They also ported the code to PyTorch Lightning to make it easier to reproduce the research in the future.,-rn9m0Gt6AQ
1802,1802,They did not change any hyperparameters and used the same value in the original paper.,-rn9m0Gt6AQ
1803,1803,The authors had fair contact with the authors of original papers and they had discussed minor issues.,-rn9m0Gt6AQ
1804,1804,There are no changes in hyperparameters,-rn9m0Gt6AQ
1805,1805,The implementation results are the average of five-run times of training the model,-rn9m0Gt6AQ
1806,1806,"They used all datasets except the Reference Letters, due to privacy concerns.",-rn9m0Gt6AQ
1807,1807,The authors added two Blue scores in the seq-seq model for translation.,-rn9m0Gt6AQ
1808,1808,"They do not propose any beyond results or improving the original paper, but they have a good discussion that can describe the deep understanding of the paper.",-rn9m0Gt6AQ
1809,1809,There are minor grammar typos.,-rn9m0Gt6AQ
1810,1810,The paper is well written and easy to follow,-rn9m0Gt6AQ
1811,1811,Authors seem to understand the original paper very well and have done a good job in organizing the content,-rn9m0Gt6AQ
1812,1812,"Given one of the classification dataset was not publicly available, reproducing for one task was not feasible",-rn9m0Gt6AQ
1813,1813,Apart from which authors have experimentally verified the claims on other tasks/datasets.,-rn9m0Gt6AQ
1814,1814,Authors have been in constant touch with original paper authors and it is appreciable that original authors have helped in reproducing the experiments by providing data/code as requested by authors along with providing more details/clarifying queries.,-rn9m0Gt6AQ
1815,1815,It is good that the authors had re-implemented BERT model (as the source code was not available initially) and discussed the challenges in re-implementing with information provided in paper which is important for Reproducibility challenge,-rn9m0Gt6AQ
1816,1816,"However, they were not able to replicate the results",-rn9m0Gt6AQ
1817,1817,Once the source code for BERT experiments was provided by original authors they were able to reproduce the results and verify authors claims,-rn9m0Gt6AQ
1818,1818,It would have been interesting if the authors could have identified the reason for performance drop in their re-implementation setting,-rn9m0Gt6AQ
1819,1819,"In table 4, it is interesting to note that there is no change in accuracy for 'Embedding model' on occupation prediction task which is not expected as removing impermissible tokens negatively impacts performance",-rn9m0Gt6AQ
1820,1820,Any explanation for this behavior w.r.t impermissible tokens ?,-rn9m0Gt6AQ
1821,1821,"Table 5 includes accuracies from paper and reproduced results, however the original paper does not report accuracy for the task 'En-De MT' - where do these numbers come from ?",-rn9m0Gt6AQ
1822,1822,"Additionally, authors experiment with different embedding sizes hoping to counter the performance drop as λ increases - however it was inconclusive",-rn9m0Gt6AQ
1823,1823,Having said that authors provide another insight into why they believe could be the reason for performance drop,-rn9m0Gt6AQ
1824,1824,It would have been interesting to see the impact of the way to remove impermissible tokens on performance trend.,-rn9m0Gt6AQ
1825,1825,"Overall, the paper provides good discussion points and clearly outlines what was provided, what was challenging to infer based on the information in paper/code",-rn9m0Gt6AQ
1826,1826,They perform all the experiments mentioned in the original paper and verify the claims along with providing insights and implementation aspect,-rn9m0Gt6AQ
1827,1827,This work helps in understanding the internal details required to reproduce the original paper,-rn9m0Gt6AQ
1828,1828,"Hence, I would recommend to accept this paper.",-rn9m0Gt6AQ
1829,1829,***Reproducibility Summary***,eAy3DVh0xp
1830,1830,The authors provide a complete and useful reproducibility summary.,eAy3DVh0xp
1831,1831,***Scope of reproducibility***,eAy3DVh0xp
1832,1832,The authors clearly state the experiments they are trying to reproduce from the original paper and their setup.,eAy3DVh0xp
1833,1833,***Code***,eAy3DVh0xp
1834,1834,"The authors reimplemented some code and referred to some parts of the original code, which is not complete and is missing parts to reproduce certain experiments.",eAy3DVh0xp
1835,1835,***Communication with the original authors***,eAy3DVh0xp
1836,1836,The authors of the report clearly indicate that they have had limited communication with the original authors of the paper through GitHub issues,eAy3DVh0xp
1837,1837,"Since there were some issues in reproducing some of the results, more communication is encouraged to further investigate the issues.",eAy3DVh0xp
1838,1838,***Hyperparameter search***,eAy3DVh0xp
1839,1839,The authors coducted reasonable hyperparameter searches considering their computational resources and the amount of details provided in the original paper.,eAy3DVh0xp
1840,1840,***Ablation study***,eAy3DVh0xp
1841,1841,The authors have conducted additional ablation studies on the idea proposed in the original paper as an extension of that work.,eAy3DVh0xp
1842,1842,***Discussion on results***,eAy3DVh0xp
1843,1843,"The discussions of the results is through, highlighting what was reproduced, what was not and possible causes.",eAy3DVh0xp
1844,1844,***Results beyond the paper***,eAy3DVh0xp
1845,1845,The authors have included ablation studies as additional results beyond the original paper.,eAy3DVh0xp
1846,1846,***Overall organization and clarity***,eAy3DVh0xp
1847,1847,The report is well organized and it is quite clear.,eAy3DVh0xp
1848,1848,"Overall this is a good report, with reasonable experiments that highlight issues in reproducing some of the experiments in the original paper",eAy3DVh0xp
1849,1849,More communication with the authors is encouraged to try to understand better whether the original results are not correct or there are missing details in this reproduction.,eAy3DVh0xp
1850,1850,"The authors reproduce the paper ""Towards visually explaining variational autoencoders"" [Liu et al",eAy3DVh0xp
1851,1851,2020],eAy3DVh0xp
1852,1852,"The authors provide a brief summary of the paper and try to reproduce all the experiments mentioned in the paper, however for many of the critical experiments the results reported are different from the original paper",eAy3DVh0xp
1853,1853,"For instance, for the MVTec-AD dataset, the authors report numbers in table 2 and for some of the instances, they have double-digit differences in their AUROC measurements",eAy3DVh0xp
1854,1854,"In addition, some of the provided figures are not very informative",eAy3DVh0xp
1855,1855,For example in Fig.2 and Fig.3 qualitative results of the reproduced model as well as the original model are provided however since the frames are not exactly paired it is sometimes hard to do a fair comparison,eAy3DVh0xp
1856,1856,"Furthermore, for some frames that look similar, the attention amps look vastly different.",eAy3DVh0xp
1857,1857,"Furthermore, the language of the report can also be improved.",eAy3DVh0xp
1858,1858,"Also an extension of the original paper, authors investigate applying this method  to stacked RBMs but as they claim they could not obtain any meaningful and explainable results.",eAy3DVh0xp
1859,1859,"In this report, the authors try to reimplement, reproduce and extend results from the paper Liu et al",eAy3DVh0xp
1860,1860,(2020) - Towards visually explaining variational autoencoders,eAy3DVh0xp
1861,1861,The original paper takes a step towards visually explaining generative models by using visual attention maps conditioned on the latent space of a variational autoencoder (VAE),eAy3DVh0xp
1862,1862,The authors of the reproducibility report some parts of the original authors’ code and did slight hyper parameter tuning,eAy3DVh0xp
1863,1863,"Most of the results are claimed to be reproduced for parts of the original paper for which the code was available, while for some other parts, reproducing results was hard",eAy3DVh0xp
1864,1864,"The authors of this report also did not have an extensive communication with the original authors, except minor ones on Github by opening an issue",eAy3DVh0xp
1865,1865,"The report not only tries to reproduce the results from the original paper, but also tried an extension of the work by using Restricted Boltzmann Machines",eAy3DVh0xp
1866,1866,"The authors of the report provide a clear description of the datasets, and include a couple of ablation studies which are useful.",eAy3DVh0xp
1867,1867,Some of the parts which seemed missing or confusing were:,eAy3DVh0xp
1868,1868,"- Include appropriate citations - for example, for Restricted Boltzmann Machines",eAy3DVh0xp
1869,1869,- Line 72 - Figure 9 and 8 in the appendix are referred to,eAy3DVh0xp
1870,1870,But these don’t exist in the appendix,eAy3DVh0xp
1871,1871,- Notation in the Equation 1 can be clarified,eAy3DVh0xp
1872,1872,- Line 138 - Could be made clearer on which parts of the original code are being referred and including more details directly from the paper here would also help.,eAy3DVh0xp
1873,1873,- Formatting of Figure 1,eAy3DVh0xp
1874,1874,- Line 188 - …similar to that of the paper (see 2),eAy3DVh0xp
1875,1875,—> Seems the referred number “2” is Table 2? This can be properly labeled and linked,eAy3DVh0xp
1876,1876,"Overall, the authors seems to reproduce the results and make an educated hyper parameter selection",eAy3DVh0xp
1877,1877,Ablation studies and a couple of insufficiencies from the original paper are also highlighted,eAy3DVh0xp
1878,1878,"If the manuscript can be proof-read and typos and missing figures can be fixed, it can be taken into consideration in the final score",eAy3DVh0xp
1879,1879,"Even though the authors failed to reproduce results regarding performance, they find that the privacy claim is valid",zLzuHtQopDp
1880,1880,They provide a detailed discussion about what was easy and what was difficult when they prepare the reproducibility report,zLzuHtQopDp
1881,1881,The report is well-written and easy to follow,zLzuHtQopDp
1882,1882,The authors did well,zLzuHtQopDp
1883,1883,"Though the codes for the original work was not available, they reproduce the work by coding from scratch.",zLzuHtQopDp
1884,1884,This paper attempts to replicate the work in Interpretable Complex-Valued Neural Networks For Privacy Protection which in general was not possible due to missing details in the original paper.,zLzuHtQopDp
1885,1885,The author provided a good description of the work that they have done to replicate the original,zLzuHtQopDp
1886,1886,The authors identified the details that were missing in the paper,zLzuHtQopDp
1887,1887,"They also mention time constrains, which did not allow them to pursue for example some further hyperparameter tuning.",zLzuHtQopDp
1888,1888,The authors tried to contact the original authors without any success.,zLzuHtQopDp
1889,1889,"What would have been interesting is to provide a full summary of what would have made the reproduction easier, besides providing the pseudo-code.",zLzuHtQopDp
1890,1890,"All-in-all, it is a good paper.",zLzuHtQopDp
1891,1891,"This paper tries to reproduce the results provided in ""Identifying Through Flows for Recovering Latent Representations""",1E7p3r8-zxV
1892,1892,"the authors reproduce the experiments in the original paper obtaining results, which are reasonably close to the original paper's reported numbers, diverging by only about 2.5%",1E7p3r8-zxV
1893,1893,The reproducibility report is written in a clear way having details of the experiments conducted,1E7p3r8-zxV
1894,1894,"Furthermore, the authors investigate further experiments comparing the model with additional Flow-based models to give context to the devised model",1E7p3r8-zxV
1895,1895,"Furthermore, further discussion is done on the applicability as well as the practicality of the iFlow model",1E7p3r8-zxV
1896,1896,I have a few minor questions:,1E7p3r8-zxV
1897,1897,Why are the MCC results so different on different seeds? [Figures 1-3],1E7p3r8-zxV
1898,1898,"In figure 4, the data samples on which iFlow and Flow are compared look actually different and for the iFlow the data itself is more disentangled",1E7p3r8-zxV
1899,1899,Can you please provide some more comparable results for this?,1E7p3r8-zxV
1900,1900,This reproduction report does extensive works on different aspects to verify the original paper iFlow,1E7p3r8-zxV
1901,1901,The authors give a comprehensive study on three objects: 1) reproduce the results of MCC-scores presented in the original paper; 2) they elaborate on the fairness of the metrics used in the original paper; 3) they also evaluate the usability and practical advantages by working on different commonly used machine learning/presentation learning datasets,1E7p3r8-zxV
1902,1902,"The authors of this report find some interesting points which are not presented in the original paper, and they also give a clear presentation of the experiments, analysis, and conclusion",1E7p3r8-zxV
1903,1903,"Therefore, I feel this report is a good reproduction of the iFlow paper, which gives us a better and confidential understanding of the paper",1E7p3r8-zxV
1904,1904, ,1E7p3r8-zxV
1905,1905,This paper discusses reproducing the work included in Learning to Deceive with Attention-Based Explanations by Pruthi et al,VDlDzmfZaxg
1906,1906,Pruthi et al,VDlDzmfZaxg
1907,1907,claim that attention weights can easily be manipulated without significancy accuracy loss and that human subjects can be deceived by this attention weights,VDlDzmfZaxg
