,Class Index,Description
1088,1,"  Furthermore, since it uses non-binary operations, it is not clear if this rotation may have some benefits (in terms of resource efficiency) over simply keeping the input layer non-binarized."
1089,2,I am impatient with this vague assertion.
1090,1,"\u00a0\u00bb \n\n\u00ab\u00a0a predictive state is defined as\u2026 , where\u2026  is a vector of features of future observations and ...  is a vector of\nfeatures of historical observations."
1091,2,The sum total is frustration with what I can only call cavalier treatment of promising material.
1092,2,"Even if other readers found it comprehensible, there is not even a proposed path to make [this model] into a modeling system."
1093,1," On the other hand, although re-weighting methods are\nunbiased, they suffer from the drawbacks of high variance and unknown optimal\nweights."
1094,1, The large evaluation section that discusses many different properties is a further indication that this approach is not only novel but also very promising.
1095,2,This paper does not contain information that could make a scientific proposal.
1096,1, I would expect the resulting architecture to perform at least as well as variable action nets.
1097,2,I can see that the manuscript has archival value
1098,2,This was one of the least interesting papers that I have read in quite some time.
1099,1, Movielens comes to mind.
1100,2,I should be happy I dont have to spend time reviewing this dreadful paper; but I'm depressed at such bad science
1101,1, Such an analysis would helpful to accurately get an estimate of the proportion of these challenges in the dataset.
1102,1, The paper is well written and the experiments are interesting.
1103,1,". All data are then labelled as \""original\"" or \""transformed by ...(specific transformation)\"". -Classification task is performed with a neural network on augmented dataset according to the pseudo-labels."
1104,1,"\ne.\tIt is not completely clear to me that batch-normalization takes care of the scale constant (if so, then why did XNOR-NET needed an additional scale constant?),perhaps this should be further clarified."
1105,1,"\n\n- In the black-box vs. white-box scenarios, can the attacker know the GAN parameters?"
1106,2,"presumptuous, ignorant and downright dangerous."
1107,2,"That omission is a standard feature of articles from the fourth author's lab. Although it normally doesn't bite him, it does in this case."
1108,1,"The evaluation is limited, in that the standard evaluations (e.g. SimLex would be a good one to add, as well as many others, please refer to the literature) are not used and there is no comparison to previous work."
1109,2,"ntire review, not an excerpt: I do not trust the data or the underlying thesis."
1110,2,I wasn't sure which problem the author is solving &amp; vice verse it wasn't clear what problem the solution is intended to solve or explorer
1111,1,\n\nThe cherry on the sundae are the experimental results.
1112,1, Overall I believe this is definitely a solid contribution that will benefit both practitioners and researchers... as long as they got the computational resources to do so!
1113,2,This paper does not offer a revolutionary breakthrough
1114,2,"There are numerous problems with this paper, starting with the title."
1115,2,"The first author is a women. She should be in the kitchen, not writing papers' h/"
1116,2,I feel the results are insufficiently counter-intuitive to warrant publication in [fancy journal]
1117,2,The sthanthard of writing is impercable
1118,1, One more sample is used for testing and an additional cancer control which is not lung cancer is also used to evaluate performance.
1119,1,".\n- Multiple locations, e.g. S4.1: for NLI, the word is *premise*, not *promise*.\n- Missing word in first sentence of S4.1: ... reason __ the ..."""
1120,2,"Large parts of the manuscript read now more like a Master thesis than a scientific paper. I hope that the more experienced co-authors - if there are any - can help with this aspect of style. 
"
1121,2,This would seem to constitute the very minimum basic scientific requirement for attempting to publish...
1122,1,"""This paper introduces a method for learning new tasks, without interfering previous tasks, using conceptors."
1123,2,This paper goes to significant amounts of trouble to accomplish something that is already well established but in a less elegant manner
1124,2,I have difficulties identifying the aim and added value of the present study to this topic.
1125,1," In particular it demonstrates adversarial training of a recurrent generator for an ICU monitoring multidimensional time series, proposes to evaluate such models by the performance (on real data) of supervised classifiers trained on the synthetic data (\""TSTR\""), and empirically analyzes the privacy implications of training and using such a model."
1126,2,Authors rarely followed the advices
1127,1,"""The paper was a good contribution to domain adaptation. It provided a new way of looking at the problem by using the cluster assumption."
1128,2,It is safe to say that the authors want to see their paper published more than I really want to...
1129,2,"Suggesting much but saying nothing of import, the sort of balderdash that is often compared to the waste of male ruminants."
1130,1,\n\nOther questions and comments:\nThe ablation shows 0.7 improvement on EM with mixed objective.
1131,2,I wish I could explain what is the purpose of the manuscript.
1132,1," If so, the evaluation setting of dividing data into three *random* sets of training, validation, and test, in 5.3 doesn't seem to be the right and most appropriate choice."
1133,1," The sparse coding models see something similar: without sparsity constraints, the image representations do not resemble those seen in V1, but with sparsity, the learned representations match V1 quite well."
1134,1, Is there a way to support this experimentally?
1135,1,\n\n\nPro:\n-\tA novel idea of producing natural adversary examples with a GAN
1136,2,To me the question is uninteresting
1137,2,"Did all 5 authors say,Yes, this is a piece of work I am proud to have my name on?"
1138,1, The paper cites many previous approaches to this but does not compare against any of them.
1139,1," These ideas are a clever solution to work\ninference networks into the message-passing algorithm of (Khan & Lin, 2017),"
1140,2,I don't see much science in this manuscript.
1141,1, The discriminator is similar and conditions on the generator's output and the masked sequence to output the probability of a word in the generator's output being fake or real.
1142,2,The examples are stale – the method is not exciting. There is nothing much here.
1143,1, the paper leaves something to be desired in quality and clarity.
1144,1,"\nBut I do not catch the details of the user study, e.g., the number of users."
1145,1,"""I find this paper not suitable for ICLR."
1146,1,"  Another possible reason is that classes in MNIST and CIFAR10 are already very distinctive, so are more robust to noise."
1147,1,\n\n- Page 4 p_i\u2019s in proposition 1\nFrom my understanding the p_i have been introduced in Theorem 1 but given their prominent role in this proposition they merit a separate definition (and ideally in terms of the A_i directly).
1148,1," For example, if a classification task is formulated as reinforcement learning where the ultimate reward depends on the batch likelihood, the presented formulation (called Adaptive DropConnect in this context) does better on standard datasets when compared with a strong baseline."
1149,2,The first sentence is unfortunate
1150,2,"The authors use a log transformation, which is statistical machination, intended to deceive"
1151,2,"This is an interesting manuscript, not because of its results, but because of its complete ignorance of due scientific process"
1152,2,They claim on page 9 a significant improvement of their method. This is stupid!
1153,1, Both these models are built off of an existing model on SQuAD \u2013 the Bidirectional Attention Flow (BiDAF) model.
1154,2,..incoherent babble of unsubstantiated overstatement.
1155,2,"In the course of this paper many stones were thrown but, unfortunately, no birds were harmed."
1156,1," Some of the conclusions could be further clarified with additional experiments (e.g., Sec 3.6 \u2018while the reason that RMS also fails to detect overfitting may again be its lack of generalization to datasets with classes not contained in the ImageNet dataset\u2019).\n"""
1157,1,\n\nIt's not clear if the paper is relevant to the ICLR audience due to its emphasize on low-level optimization which has little insight in learning representations.
1158,2,"I am concerned that the survey data for this report were collected in 2005, 15 years ago."
1159,2,"The biggest problem with this manuscript, which has nearly sucked the will to live out of me, is the terrible writing style"
1160,1,"\n\nThe idea of explicitly accounting for the boundedness of clinical scores is interesting,"
1161,2,"The authors merely used somewhat
bigger guns than previous studies and generated nothing but more smoke."
1162,1,"  Additionally, this approach allows a significant reduction of training time it seems.\n\n"""
1163,2,The paper was so boring I fell asleep halfway through
1164,1,"\n-\tThe experiments show that essentially, the latent defenders are stronger than the input defender in most cases."
1165,2,"In summary, the conclusions of the manuscript are on one side well known results achieved in a complicated way without demonstrating the advantage of proceeding so, and on the other side unfounded speculations based on simplistic reasoning and irrelevant setup."
1166,2,"I recommend acceptance, provided the editors are willing to stretch the standards for publication a bit h/"
1167,2,"The following discussion seems to ignore this major flaw, which turns mere arm-waving into Olympic-level calisthenics"
1168,2,It would be charitable to call this a comparison of apples and oranges. Its more like steak and...
1169,1,\nI think the evaluation could be improved by using malware URLs that were obtained during a larger time window.
1170,2,This paper is written.
1171,2,The standard of writing (including spelling and grammar) is also satisfactory.
1172,2,"In the interest of being helpful, my suggestion is that the authors go back and review what is involved in the scientific method"
1173,1,"\n\nThe proposed method is novel and the incorporated ideas are quite interesting (e.g., discriminating real from fake random walks, generating random walks from node embeddings and LSTMs)."
1174,1," Addressing some of these issues would likely prevent scaling to millions of (real) sentences, as the scalability is reliant on programs being efficiently executed (by simple string matching) against a knowledge storage."
1175,1,"\nThe paper first proposes an approach based on a formulation of deep networks with (non-parameterized, non-gated) skip connections with an equality constraint that effectively removes the skip connections when satisfied."
1176,2,The presentation is of a standard that I would reject from an undergraduate student
1177,1,It also adopts an interesting multicodebook approach for encoding than binary embeddings.
1178,2,This paper adds nothing to the existing knowledge of the subject 
1179,2,"This was a well-written study that upon my first reading appeared flawless. - R1, who recommended to rejec"
1180,1," Specifically, the idea is to use the structure of the PGM to perform efficient inference."
1181,2,"The biggest problem with this manuscript, which has nearly sucked the will to live out of me, is the terrible writing style"
1182,1," \nThe experimental results seem promising, but the presentation can be improved."
1183,2,"I believe that there are important questions in this area, questions that have intellectual merit, but the PI has not found any…"
1184,1, And propose a challenge that addresses these issues and allows controlling different aspects of image variability.
1185,2,I think the N-mixture modeling should be abandoned: it is clear that they [the authors] do not understand this class of models
1186,1," If y* is simply fixed somewhere in the model, then I'm worried that it may cause mode collapse (i.e. the encoder always output similar values), and one possible bad consequence is that y1_i of different sentences in the source domain may have very similar values."
1187,2,There are not enough headings.
1188,2,The discussion is inappropriate and the new content is generally poorly written
1189,1, This is very much different from large part of the cited classic active vision literature.
1190,1," If these choices (like the dialogue termination conditions) are motivated by previous work, they should be cited."
1191,2,The way the study is framed here and in the main body comes off as straw-mannish.
1192,1,"\n\n- The form of equation (6) was very nice, and you could also point out the connection with backward Euler for finite-difference methods."
1193,2,This needs to be standardized!!! It must be converted!!! Why should we expect some kind of relationship?? It needs to be justified!!!
1194,2,You have two many misprints
1195,2,The paper failed to make the reviewers more than semi-excited 
1196,1,"\n - p.6. The basic idea of the OOV encoder seems a good one. In domain specific contexts, you want to be able to refer to and re-use words that appear in related sentences, since they are likely to appear again and you want to be able to generate them."
1197,2,It is not hard to develop this method…I could write code for this on a rainy afternoon.
1198,1,"\n\nIt would be nice if section 2.4 was expanded to actually define the cost gradients for the network parameters, either in line or in an appendix."
1199,2,The English language ranks this manuscript among the top 5 worst manuscripts I have ever reviewed
1200,1," The exposition in the paper is also not well-suited for people without a systems background, although I'll admit I'm mostly using myself as a proxy for the average machine learning researcher here."
1201,2,"I recommend to drop these assertions and predictions, and just characterize the effects. Unfortunately this revised scope is more limited."
1202,2,This is an area ripe for future research. Recommendation: Rejec
1203,1," \n - Fig 2: It's weird that only the +dict (left) model learns to connect \""In\"" and \""where\""."
1204,1,"\n\nAlso, the paper needs to be re-organized in a better way (eg., state clearly the difference from previous methods, how to formulate the story, etc.) For now, I don't think it is ready to ICLR. """
1205,1," The term \""posterior value\"" sounds ambiguous"
1206,2,"This is an outline of a paper, and not a fully-thought, well-organized, thoroughly-discussed paper. [..."
1207,1,"\n\nTo sum up, I can not recommend the paper to acceptance,"
1208,2,"The text is overly expansive, desultory, and often diaphanous, so that the raison d'être of an overarching theoretical structure is neither pellucid nor convincing."
1209,1, The paper introduces a strong model-free baseline (win rate ~80% in the MiniRTS environment) and shows that the latent space learned by this baseline does include relevant game information.
1210,2,(after having cited an author) one could call this name-dropping
1211,2,This left me somewhere between scratching my head and pulling my hair out
1212,1,"\nGood cover of relevant work in sec 3.[[CNT], [CNT], [APC], [MAJ]]\n\nCons\nThe paper emphasis on the fact the their modeling multi-modal time series distributions, which is almost the case for most of the video sequence data."
1213,1," Experimentally, it is shown that using sketches as an intermediate abstraction outperforms directly mapping to the program AST."
1214,1, They obtain state of the art results on most of the datasets.
1215,2,The writing and presentation are so bad that I had to go home early and spend time wondering what life is about.
1216,1, However one of the problems of this paper is clarity.
1217,1," However, descriptions in these two sections are very confusing, e.g, many symbols in Algorithm 1 are presented with any descriptions."
1218,2,"Unfortunately, the paper offers little more than vocally arguing. h/"
1219,2,"It is a bit strange for me that authors have used Python for statistical analysis instead of SPSS or MATLAB as usual. Please, explain"
1220,1, To me it is unclear why we should use this method for incorporating background knowledge and not some simpler way.
1221,1,\n\n* The author's main claim is that retrieving background knowledge and adding it when reading text can improve performance a little when doing QA and NLI.
1222,1,"\n\nPage 5, the auxiliary loss on reward prediction seems appropriate, but it\u2019s not clear from the text and experiments whether it actually was necessary."
1223,2,An alternative to counting sheep
1224,1,\n\nThe paper has significant writing issues.
1225,2,Figure 1. What does Min in panel c stand for?
1226,1, It uses the image and its attributes.
1227,1,  This is would be worthwhile to appreciate the benefit of the proposed approach.
1228,1,"\n\nConcerning the text, some questions/suggestions:\n- Abstract, line 1: I suppose \""In the Chinese society...\""--- are there many Chinese societies?"
1229,2,"There is too much detail provided which is not relevant to the paper, or any for that matter."
1230,2,I think the audience will eat him alive. But I want to be there to hear it.
1231,2,"this study would have been really interesting 10-15 years ago, but not it seems quite out of date."
1232,1, \n2. The discussion comparing the related work/baseline methods is insightful.
1233,1,\n\nThe paper starts off strong.
1234,1,\n- Trust-PCL (off-policy) significantly outperform TRPO in terms of data efficiency and final performance.
1235,1,\n\n\nMy Comments:\n\nThis paper is a direct application of adversarial learning to the task of reading comprehension.
1236,2,"It appears the authors has generated reports in a hurry, compiled, and presented as an article."
1237,2,"I urge the authors to not publish this article anywhere, as it will impede the progress of scientific understanding."
1238,1,\n* Figure 1 that introduces them contains typos.
1239,1," As a matter of fact, all images shown (including those in the appendix) are blurred versions of the original images, except of one single image: Fig. 4 last row, 2nd image (and that is not commented on)."
1240,2,This manuscript was neither enjoyable nor informative to read
1241,1,"\n\n7. Figure 3 is missing the sub-labels (a), (b), (c), (d)."
1242,1," This work introduces a simple, computationally straightforward approach to exploring by perturbing the parameters (similar to exploration in some evolutionary algorithms) of policies parametrized with deep neural nets."
1243,2,I certainly agree [with your point] here but please do not justify it with the selectively chosen and largely incorrect arguments above.
1244,2,"Finally, I have substantial criticisms, in addition to the disappointment of seeing hoary old..."
1245,1,"  It makes main points\n1) ``standard GAN'' is an ill-defined term that may refer to two different learning criteria, with different properties"
1246,2,"Bad, very bad."
1247,2,"The Vygotsky reference is a straight-up drive-by citation, adding nothing except whatever luster he adds to the authors claims."
1248,2,"n a review of a neuroimaging methods paper: By 'sex' you mean gender, and not sexual behavior?"
1249,1,\n\nI expected the numerical experiments to show results instructive about what representations or what abstractions are learned in the different layers of the network using the learning algorithm and objectives suggested.
1250,2,This paper does not leave me satisfied
1251,1,  The authors relate this idea to a recent dynamical systems view of ResNets in which residual blocks are viewed as taking steps in an Euler discretization of a certain differential equation.
1252,1,\nCon:\n1. Not entirely convincing that it should work better than already existing methods.
1253,1,"""This is a highly interesting paper that proposes a set of methods that combine ideas from imitation learning, evolutionary computation and reinforcement learning in a novel way."
1254,2,My major concern to accept this work-in-progress paper is that these findings are not super interesting to readers in my opinion.
1255,1," With some filling out, this could be a great paper."""
1256,1, In what we call the Pong Player\u2019s Dilemma (PPD) when an agent \nscores they gain a reward of 1 but the partner receives a reward of \u22122.
1257,2,"The fact that something has not been studies is not, in itself, a reason why it should be studied."
1258,1,"\n\n\nAfter revision:\nSome of my comments were addressed, and some were not."
1259,2,You have put in a lot of effort answering a question that should have never been asked
1260,1," For example, I assume GRU is gated recurrent unit, but this isn't stated."
1261,2,This is a perfect example of the worst kind of research in social psychology
1262,1,Then a lemma by Kalai and Vempala can be used.
1263,1,\n\nThe second observation is much less clear to me.
1264,1," In spirit, these simulations are similar to those in the original paper by M. Egorov."
1265,1," For example,\n[1] A convex formulation for learning task relationships in multi-task learning (UAI)"
1266,2,Some self citations may be easily taken out without harming the paper -..
1267,2,These snotty kids in quantum information
1268,1,\n\nI thought the little 2-mode MOG was a nice example of the premise of the model.
1269,1," \nNo new method is being proposed, only existing methods are applied directly to the task."
1270,1," \nFor the application of these ideas to spiking neurons including learning please see a recent paper:\nDen\u00e8ve, Sophie, Alireza Alemi, and Ralph Bourdoukan."
1271,2,The reported mean of 7.7 is misleading because it appears that close to half of your participants are scoring below that mean 
1272,1," I feel if comparing L=2 vs L=3 is hard, the authors should be more up front about that in the introduction/abstract"
1273,1," While developing the result to the general deep neural networks might be hard, residual networks maybe fine thanks to its structure."""
1274,2,"The enormous and overwhelming -not to say pathetic- admiration, even adoration of the author for her subject is barely acceptable"
1275,1, \n3. The experiments are toyish and not convincing.
1276,2,"I really dont like to be harsh in my reviews, but…"
1277,1, The work provides a good overview about how to apply new reinforcement learning techniques for sequence generation.
1278,1," The experimental evaluation is complete and accurate. \n\n"""
1279,2,It would be wholly inappropriate to randomize living people to an intervention.
1280,1," In its current form, I am borderline but leaning towards rejecting this paper."
1281,1,\n\nStrengths:\nThe model and the mixed objective is well-motivated and clearly explained.\nNear state-of-the-art performance on SQuAD dataset (according to the SQuAD leaderboard).
1282,1,"""The paper addresses the problem of tensor decomposition which is relevant and interesting."
1283,1," The proposed algorithm is essentially an ensemble algorithm, there exist several works on deep model ensemble (e.g., Boosted convolutional neural networks, and Snapshot Ensemble) should be compared against."
1284,2,I would advise the authors to go back to the drawing board and consider exactly what this paper is trying to do and do this well
1285,2,If you want to solve a puzzle you could just do sudoku.
1286,1,\n- Skipping behavior can be controlled via an auxiliary loss term
1287,1, The papers encode the mode as a hidden \nvariable in a stochastic neural network and suggest stepping around posterior \ninference over this hidden variable (which is generally required to \ndo efficient maximum likelihood) with a biased importance \nsampling estimator.
1288,2,Appears to be on the perimeter of meaningful investigation.
1289,1," Here it would be good to be more specific about the domain, however, as approximating the low order terms certainly does not guarantee a global uniform approximation."
1290,2,Publishing this manuscript would disembowel the credibility of this journal
1291,1,"\n\nI think this paper does not provide compelling pieces of evidence of unexpected pathological behavior in the previous paper, and also does not provide any insight of how to improve upon and address the obvious limitations of previous work."
1292,2,It is not clear what the author wants to accomplish. - Reviewer 
1293,2,This is not a paper. This is part of … something. It cannot be reviewed and should be rejected right...
1294,2,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock. -Referee 
1295,2,The manuscript embarrassingly fails in addressing the declared aims.
1296,2,I hope the authors can learn from this exercise on what is expected to craft a publishable paper. -Edito
1297,2,It reads like papers often do when they are written in LaTeX. Reject.
1298,1, but the hierarchical approach seems to have more advantages and seems a more straightforward solution.
1299,2,I want to vomit; I cant believe this paper was submitted.
1300,2,However the paper has several fundamental flaws that give it little or no value as a thoughtful piece of research
1301,1," What most impressed me, however, was the literature review."
1302,1," As a result, I am not sure if the proposed algorithm is on par with / faster than the regular SGD algorithm in actual runtime."
1303,1,\n- The basic observation wrt the behavior of AT is clearly communicated.
1304,2,"In the course of this paper many stones were thrown but, unfortunately, no birds were harmed."
1305,1,\n- A wide range of experiments are conducted to demonstrate performance of the proposed method.
1306,2,The use of the word surgeries to mean surgical procedures is a linguistic atrocity
1307,1, I'd expect more ablation studies by isolating the effects of dense connection and the use of multiple attention mechanisms.
1308,2,"In the course of this paper many stones were thrown but, unfortunately, no birds were harmed."
1309,2,The proposal is also poorly written and unfocused with only brief moments of meritorious thinking.
1310,1," As compared to the existing approach where the PGM parameters must converge before updating the DNN parameters, the proposed architecture does not require this, due to the re-parameterization which is an important contribution."
1311,1, But I was surprised that the authors didn\u2019t use it in the second experiment (reverse dictionary).
1312,1,"""This paper proposes a small modification to the monotonic attention in [1] by adding a soft attention to the segment predicted by the monotonic attention."
1313,1,  This is a minor modification.
1314,1,"\n\nWhile the paper is fairly easy to read (because the method is simple and Figure 1 helps understanding the model), I think that copy editing is needed."
1315,2,revise this paper at your own risk 
1316,1,"\n\nThis paper presents a nice idea, and I'm sure that with some polish it will become a very nice conference submission."
1317,2,This looks like a very early draft
1318,2,Some papers are a pleasure to read. This is not one of them.
1319,1,  The same applies to figure 5. 
1320,1,"\n- figures readability can be improved."""
1321,2,The main problem is that it does not fit the intuition about what should work.
1322,2,is bisexuals referring to the entire sample or those who identify solely as bisexual?
1323,2,STRENGTHS: none.
1324,2,"Written in parts like an experience track paper, minus the experience"
1325,1,"\n\nOverall, the paper is well-written, and it brings up an important idea: that parameter sharing is important for discovery tasks so we can avoid re-training for every new architecture in the search process."
1326,2,NO'  (h/
1327,2,"here is a lot of terminology flung around such as false negatives, false positive and median, first quartile, third quartile"
1328,1,"\n2) though the non-saturating variant (see Eq. 3) of ``standard GAN'' may converge towards a minimum of the Jensen-Shannon divergence, it does not mean that the minimization process follows gradients of the Jensen-Shannon divergence (and conversely, following gradient paths of the Jensen-Shannon divergence may not converge towards a minimum, but this was rather the point of the previous critiques about ``standard GAN''). "
1329,1, The authors formulation of the problem as one of combinatorial optimization and proposing Algorithm 1 is also quite interesting.
1330,2,It seems that the author is simply engaged in proprietary phrase coining – advancing a new term for a well-researched phenomenon
1331,2,The thanking of the Reviewers comments is both a waste of my time and the authors time.
1332,2,DO NOT have your heroes set the villain on FIRE. Its actually a war crime and…makes the heroes look like major arses.
1333,2,"Overall, I think this manuscript is a waste of time."
1334,1," For example, it might be better to have a preliminary section before Section2 introducing the original differentially private SGD algorithm with clipping, the original FedAvg and FedSGD, and moments accountant as well as privacy amplification; otherwise, it can be pretty difficult for readers who are not familiar with those concepts to fully understand the paper."
1335,2,What is this muck?
1336,2,"Do we need to clarify the meaning of, all?"
1337,1,"\n- when an agent is trained on fixed number of random map, its performance on random unseen maps doesn't increase with the number of training maps beyond ~100 maps. (figure 5)."
1338,2,The chapter is too scholarly and too casual
1339,1,"  If it had better (e.g. ROC curve) evaluation and some modeling novelty, I would rate it higher still."
1340,1,"\n\nI found the math to be a bit problematic. For example, L_d in (4) involves a max operator. Although I understand what the authors mean, I don't think this is the correct way to write this. (5) should discuss the min-max objective."
1341,1,\n- the results are not remarkable.
1342,2,"I could not find any passage in the MS that would explain to me what is the exact novel idea, proposal, argument, or hypothesis"
1343,1,"At other points the authors default to an chronological narrative that can be useful at times (i.e. page 9), but here seems to distract from their overall narrative."
1344,1," The authors empirically evaluate their method in both image and text domains and claim that the corresponding generated adversaries are natural (legible, grammatical, and semantically similar to the input)."
1345,1, The resulting model is illustrated on a few goal-oriented dialog tasks.
1346,1, The equivalence of global minima and local minima for linear networks is not surprising based on existing works e.g. Hardt & Ma (2017) and Kawaguchi (2016).
1347,1,"  Though a random rotation may improve angle preservation in certain cases (as demonstrated in Figure 4), it may hurt classification performance (e.g., distinguishing between 6 and 9 in MNIST)."
1348,1,\n- Experiments on three different tasks indicating the potential of the proposed technique.
1349,2,The findings are not novel and the solution induces despair.
1350,2,"There is no research methodology, no data, no model, no significant analysis and no conclusions which arise from the study"
1351,2,"Quite frankly, it seems that the technical language is used more to frighten the reader than facilitate his task"
1352,1,"\n-p14 left side, 4th cell up, \""Cross-AE\""-->\""ARAE\""[[CNT], [CLA-NEG], [CRT], [MIN]]\n\nThis is a very nice paper with a clear idea (regularize discrete autoencoder using a flexible rather than a fixed prior), that makes good sense and is very clearly presented."
1353,1," The authors make a useful comparison between these bounds in Section 3 showing that none is dominating the others, but still analyzing their properties in terms of structural properties of the weight matrices."
1354,1," Given the limited substantive changes to the main text, I did not deeply re-read the text of the paper beyond the introduction."""
1355,1," Also, if any visualization (over the chart) can be provided, that\u2019d be helpful to understand what is going on. \n"""
1356,1,"\n\nThe paper is largely well-written and well-motivated, the overall setup is interesting (I find the authors' practical use cases convincing---where one only has access to imperfect data in the first place), and the empirical results are convincing."
1357,2,The title showed promise...
1358,1, The paper is very well written.
1359,1, The idea deserves a publication.
1360,1,\n\nThe idea seems promising
1361,2,One wonders whether the analysis was an exercise in using a cannon to open an unlocked door
1362,2,This paper could be considered for acceptance given a rewrite of the paper and a change of the title and abstract.
1363,2,"The paper comes with proofs, but – at a first glance – they seem to be more cute than useful."
1364,1,"  \n\nWhile the idea of integrating the spelling error probability into the search for completions is a sound one, the specific details of the model being pursued feel very ad hoc, which diminishes the ultimate impact of these results."
1365,2,The conclusion is something of a shaggy dog.
1366,2,There are so many things wrong with this manuscript that I do not know where to begin
1367,1," I believe this observation, though not entirely novel, will inspire many researchers to study catastrophic forgetting and propose improved strategies for handling these issues."
1368,2,I felt like I was reading a horror movie
1369,2,Lots of hand waving in this Discussion
1370,2,Ive never read anything like it &amp; I do not mean it as a compliment
1371,2,I dont see how your approach has potential to shed light on a question that anyone might have.
1372,2,We regret that some of the remarks made by Referee 1 were not edited before being sent to you. -Editorial Assistant on behalf of Edito
1373,2,It is shocking to read how statistics are being misused just for the sake of being able to write something.
1374,2,Im just bored as a reader.
1375,1," I do believe that L_2 distance is more natural in function space than in parameter space, but I am missing a strict argument for this in the paper."
1376,1,  \n2. TR seems to lose generalization more gracefully than SGD when batch size is increased.
1377,1,"\"" Why would it overfit more? Simply because training was more stable? Couldn't you prevent overfitting by regularizing more?\n\n* "
1378,1,\n\n A simple nearest neighborhood and a likelihood model is built to assign a picture to an object class
1379,1, It is then claimed that the generated images show that the network has learned good latent representations.
1380,2,The rest of this review operates from the assumption that this paper is a sincere attempt at scientific evidence and argument.
1381,2,The language is so inaccessible that I can't make up my mind whether they're trying to hide something or actually think this is good writing
1382,1," This is nice to know but I think does not cross the acceptance threshold.\n\n"""
1383,2,"The manuscript makes 3 claims: The 1st we've known for years, the 2nd for decades, the 3rd for centuries."
1384,2,Farcical
1385,2,The paper is - and I mean this with no disrespect to the author- a sort of echidna or platypus of a paper.
1386,2,"The paper is definitely exploratory, but probably not of interest to people other than the author."
1387,2,This looks like a very early draft
1388,2,I doubt that its worth publishing a handful of graphs that few would find surprising and that anyone...
1389,1," The process of re-creating embeddings seems like one choice in a space of many, not the simplest, and not very well motivated."
1390,2,This paper is desperate. Please reject it completely and then block the author's email ID so they can't use the online system in the future.
1391,2,Sprinkled here and there are some things that are more or less correct. But it is all very confused.
1392,2,The sentence is not only overly complex but is a string of theory-jargon that purports to be a dog but is rather a dog skeleton with half the bones missing h/
1393,1, \nAs a reviewer my impression (which is subjective) is that the authors used difficult language to make the manuscript look more impressive.
1394,2,"Authors wanted to make title catchy but actually finished trivial title, a la Daily mail"
1395,2,"Overally speaking, the manuscript is well written."
1396,1, The proposed approach seems to be of interest and to produce interesting results.
1397,2,They show they can account for 20% of the variance. No wonder. The usually accepted level is 50% to...
1398,1," The motivation of the paper and the approach taken by the authors are sensible, such as adding discounting was applied to introduce forget mechanism to the RWA and manipulating the attention and squash functions."
1399,1," but they do show some value for the technique in the area of domain-specific coreference.\n\n"""
1400,1,\n\nSome of the results are quite entertaining indeed.
1401,2,This is depressing. So much work with so little science
1402,1," So it is not clear if the proposed algorithm is better for training the classifier, which may be of more interest."
1403,1," However, from Figure 2, we can see that the result is quite sensitive to the temperature \\tau."
1404,2,"I nearly said reject, but then I recalled that I have a hangover and am feeling grumpy"
1405,2,This is (Im sorry) utter nonsense.
1406,1, So I think that the motivation behind introducing this specific difference should be clear.
1407,2,"This is such a promising topic, but I was very disappointed in this paper combining a substantial amount of author talent."
1408,2,"An exercise in feature manipulation, of the brainless kind"
1409,2,Find your inner nerd—it must be a big part of you—bind and gap it and then dump it in the ocean tied to a large rock. -Referee 
1410,1,"\n\nMinor points:\n- Typo in Eq 10\n- Typo on page 6 (/cite instead of \\cite)"""
1411,2,This paper is written.
1412,1,"\n\nSpecifically, the authors say: \""In our experiments, we use the result of \nminimising the variable corresponding to the output of the network, subject \nto the constraints of the linear approximation introduced by Ehlers (2017a)\""\nwhich sounds a bit like using linear programming relaxations, which is what\nthe approaches using branch and bound cited above use."
1413,1," Experiments need to be done to show that a full dependency parse is actually required, rather than simply looking for co-occuring words."
1414,2,The authors last name sounds Spanish. I didn't read the manuscript because I'm sure it's full of bad English
1415,1,"""This paper presents a continuous surrogate for the ell_0 norm and focuses on its applications in regularized empirical regularized minimization."
1416,2,"hD project paper submitted one year after successful defense: 

Student should get a new PhD project"
1417,2,No respectable biochemist would be seen in the same county as these data.
1418,2,"hile it doesnt make for a flashy title (which the authors like more than British tabloids do), there is an alternative explanation"
1419,2,The author should abandon the premise that his work can be considered research.
1420,2,The paper is ill-informed and poorly argued. It is not suitable in my view for this or any other...
1421,2,"In a revised form, it would not look out of place in a scholarly journal."
1422,2,"It would take a great deal of time to sort this out. From what little I can glean from the scientific nature of this submission, addressing the comments listed above will not yield a submission suitable for XXXX"
1423,1, -- finding a more efficient search path would be an important next step.
1424,2,My argument against it as a full paper is that it makes an incremental contribution to the state of the the science.
1425,2,The Discussion section of the paper is neither informative nor enlightening and is certainly theoretically questionable
1426,2,"The data as presented is not very convincing, even to a believer."
1427,1," The answers to the critiques referenced in the \n paper are convincing, though I must admit that I don't know how crucial it is to answer these critics, since it is difficult to assess wether they reached or will reach a large audience."
